RTENAME,StateNm,RouteID,U_S_R_I,id,ppt00_mean,ppt01_mean,ppt15_mean,ppt16_mean,tmean00_me,tmean01_me,tmean15_me,tmean16_me
BATES,33,222,33_222,1091,445.134285714285000,338.792857142857000,506.854285714285000,576.462857142857000,5.714285714285710,6.130000000000000,5.167142857142850,4.921428571428570
BATES,33,222,33_222,1092,482.862857142857000,377.984285714285000,562.287142857142000,644.314285714285000,5.632857142857140,6.042857142857140,5.031428571428570,4.767142857142850
BATES,33,222,33_222,1093,490.886249999999000,397.382499999999000,587.998749999999000,670.463750000000000,5.670000000000000,6.062500000000000,5.078750000000000,4.802500000000000
BATES,33,222,33_222,1094,517.431428571428000,426.372857142857000,622.690000000000000,706.181428571428000,5.742857142857140,6.135714285714280,5.161428571428570,4.877142857142850
BATES,33,222,33_222,1095,510.004000000000000,417.146000000000000,613.228000000000000,691.544000000000000,5.537999999999990,5.914000000000000,5.054000000000000,4.800000000000000
CEDAR HILL,33,225,33_225,1096,213.352857142857000,200.271428571428000,286.840000000000000,371.692857142857000,9.652857142857140,10.325714285714200,9.324285714285710,9.504285714285710
CEDAR HILL,33,225,33_225,1097,217.566249999999000,204.814999999999000,288.946249999999000,369.586250000000000,9.636250000000000,10.358750000000000,9.350000000000000,9.530000000000000
CEDAR HILL,33,225,33_225,1098,219.868571428571000,207.295714285714000,292.261428571428000,367.037142857142000,9.700000000000000,10.478571428571400,9.445714285714280,9.595714285714280
CEDAR HILL,33,225,33_225,1099,217.671428571428000,205.497142857142000,294.285714285714000,362.244285714285000,9.844285714285710,10.715714285714200,9.609999999999990,9.731428571428570
CEDAR HILL,33,225,33_225,1100,215.264285714285000,202.787142857142000,291.792857142857000,359.469999999999000,9.987142857142850,10.980000000000000,9.777142857142850,9.882857142857140
TWIN BUTTES,33,901,33_901,1101,177.915000000000000,135.582499999999000,209.150000000000000,239.181250000000000,6.066249999999990,7.041250000000000,5.833750000000000,6.043750000000000
TWIN BUTTES,33,901,33_901,1102,182.012499999999000,133.613749999999000,205.664999999999000,235.125000000000000,6.162500000000000,7.151250000000000,5.832500000000000,6.058750000000000
TWIN BUTTES,33,901,33_901,1103,180.460999999999000,126.055999999999000,209.535999999999000,228.411000000000000,6.124000000000000,7.150999999999990,5.782999999999990,6.022000000000000
TWIN BUTTES,33,901,33_901,1104,182.210000000000000,124.543750000000000,223.903750000000000,225.994999999999000,6.021249999999990,7.092499999999990,5.731249999999990,5.945000000000000
TWIN BUTTES,33,901,33_901,1105,183.788571428571000,125.092857142857000,232.908571428571000,230.014285714285000,5.944285714285710,7.052857142857140,5.694285714285710,5.881428571428570
KYLE CANYON,33,903,33_903,1106,161.935000000000000,130.411250000000000,208.660000000000000,231.046249999999000,6.163750000000000,7.308749999999990,5.850000000000000,6.076250000000000
KYLE CANYON,33,903,33_903,1107,181.338749999999000,149.254999999999000,222.262499999999000,242.841250000000000,6.132500000000000,7.256250000000000,5.799999999999990,5.946250000000000
KYLE CANYON,33,903,33_903,1108,217.374999999999000,181.460000000000000,242.625000000000000,274.250000000000000,6.103333333333330,7.134999999999990,5.798333333333330,5.781666666666660
KYLE CANYON,33,903,33_903,1109,223.638571428571000,183.808571428571000,253.184285714285000,285.651428571428000,6.065714285714280,7.074285714285710,5.752857142857140,5.747142857142850
KYLE CANYON,33,903,33_903,1110,212.916249999999000,169.133750000000000,246.039999999999000,274.946250000000000,6.022499999999990,7.058749999999990,5.635000000000000,5.685000000000000
CIRCULAR BU,33,904,33_904,1111,159.550000000000000,119.346249999999000,183.131249999999000,226.898750000000000,6.095000000000000,7.198750000000000,5.753750000000000,6.186250000000000
CIRCULAR BU,33,904,33_904,1112,164.611250000000000,120.263749999999000,195.569999999999000,224.085000000000000,6.149999999999990,7.247500000000000,5.862500000000000,6.228750000000000
CIRCULAR BU,33,904,33_904,1113,173.590000000000000,123.837142857142000,209.004285714285000,222.017142857142000,6.141428571428570,7.245714285714280,5.827142857142850,6.122857142857140
CIRCULAR BU,33,904,33_904,1114,179.708571428571000,126.522857142857000,218.444285714285000,222.101428571428000,6.115714285714280,7.241428571428570,5.751428571428570,6.014285714285710
CIRCULAR BU,33,904,33_904,1115,184.530000000000000,123.704285714285000,226.631428571428000,222.759999999999000,6.052857142857140,7.227142857142850,5.615714285714280,5.834285714285710
CALEDONIA,34,066,34_066,1116,1059.335000000000000,968.388749999999000,1090.476250000000000,921.872499999999000,9.760000000000000,8.637499999999990,9.565000000000000,8.790000000000000
CALEDONIA,34,066,34_066,1117,1056.441250000000000,946.648750000000000,1108.267499999990000,909.486250000000000,9.795000000000000,8.642500000000000,9.586250000000000,8.836250000000000
CALEDONIA,34,066,34_066,1118,1054.475714285710000,932.341428571428000,1118.855714285710000,892.292857142857000,9.854285714285710,8.690000000000000,9.632857142857140,8.897142857142850
CALEDONIA,34,066,34_066,1119,1065.635000000000000,933.901250000000000,1127.776249999990000,879.141250000000000,9.812500000000000,8.641249999999990,9.636250000000000,8.926250000000000
CALEDONIA,34,066,34_066,1120,1080.986249999990000,933.227499999999000,1141.632500000000000,866.057500000000000,9.706250000000000,8.556250000000000,9.614999999999990,8.947500000000000
MILL CREEK,34,002,34_002,1121,1003.768000000000000,1003.970000000000000,1174.733999999990000,963.375999999999000,9.822000000000000,8.714000000000000,9.452000000000000,8.626000000000000
MILL CREEK,34,002,34_002,1122,1022.417500000000000,1003.237500000000000,1127.395000000000000,953.047500000000000,9.762500000000000,8.652500000000000,9.445000000000000,8.595000000000000
MILL CREEK,34,002,34_002,1123,1020.638333333330000,980.309999999999000,1103.461666666660000,913.894999999999000,10.023333333333300,8.888333333333330,9.600000000000000,8.795000000000000
MILL CREEK,34,002,34_002,1124,1007.076249999990000,946.627500000000000,1084.846250000000000,914.230000000000000,10.223750000000000,9.068750000000000,9.687500000000000,8.914999999999990
MILL CREEK,34,002,34_002,1125,989.247142857142000,916.852857142857000,1081.495714285710000,931.652857142857000,10.301428571428500,9.135714285714280,9.692857142857140,8.915714285714280
SHANNON,34,065,34_065,1126,984.896666666666000,996.614999999999000,1197.513333333330000,948.636666666666000,9.950000000000000,8.836666666666660,9.526666666666660,8.734999999999990
SHANNON,34,065,34_065,1127,1009.915000000000000,1022.468333333330000,1160.710000000000000,968.943333333333000,9.920000000000000,8.790000000000000,9.461666666666660,8.661666666666660
SHANNON,34,065,34_065,1128,1005.605000000000000,1029.761250000000000,1122.198750000000000,978.425000000000000,9.873750000000000,8.741250000000000,9.416249999999990,8.625000000000000
SHANNON,34,065,34_065,1129,978.806249999999000,1022.761250000000000,1103.319999999990000,971.516250000000000,9.883750000000000,8.746250000000000,9.393750000000000,8.629999999999990
SHANNON,34,065,34_065,1130,954.067142857142000,1013.075714285710000,1100.207142857140000,942.678571428571000,9.908571428571430,8.775714285714280,9.359999999999990,8.614285714285710
HOLCOMB,34,003,34_003,1131,973.144285714285000,862.557142857142000,1125.577142857140000,1060.435714285710000,10.385714285714200,9.165714285714280,9.754285714285710,9.017142857142850
HOLCOMB,34,003,34_003,1132,966.613750000000000,830.038749999999000,1128.465000000000000,1057.340000000000000,10.292500000000000,9.062500000000000,9.695000000000000,8.930000000000000
HOLCOMB,34,003,34_003,1133,958.203749999999000,841.687500000000000,1136.771250000000000,1012.343750000000000,10.238750000000000,8.990000000000000,9.655000000000000,8.871250000000000
HOLCOMB,34,003,34_003,1134,941.447142857142000,861.139999999999000,1112.418571428570000,981.514285714285000,10.248571428571400,8.987142857142850,9.647142857142850,8.864285714285710
HOLCOMB,34,003,34_003,1135,929.485714285714000,867.748571428571000,1071.854285714280000,986.951428571428000,10.397142857142800,9.147142857142850,9.695714285714280,8.911428571428570
WAYNE,34,014,34_014,1136,942.113333333333000,982.818333333333000,1161.411666666660000,926.368333333333000,10.710000000000000,9.546666666666660,9.935000000000000,9.226666666666660
WAYNE,34,014,34_014,1137,954.566666666666000,967.594999999999000,1148.893333333330000,1017.844999999990000,10.795000000000000,9.640000000000000,10.283333333333300,9.553333333333330
WAYNE,34,014,34_014,1138,953.162857142857000,950.964285714285000,1141.431428571420000,1058.200000000000000,10.878571428571400,9.722857142857140,10.441428571428500,9.684285714285710
WAYNE,34,014,34_014,1139,977.235000000000000,914.798333333333000,1124.351666666660000,1030.893333333330000,11.040000000000000,9.853333333333330,10.571666666666600,9.786666666666660
WAYNE,34,014,34_014,1140,1010.292857142850000,876.041428571428000,1127.180000000000000,995.390000000000000,11.184285714285700,9.961428571428570,10.631428571428500,9.838571428571420
COMPTON,34,012,34_012,1141,948.860000000000000,915.703333333333000,1191.549999999990000,1073.526666666660000,10.234999999999900,9.045000000000000,9.499999999999990,8.678333333333330
COMPTON,34,012,34_012,1142,941.946666666666000,903.649999999999000,1154.569999999990000,1004.920000000000000,10.141666666666600,8.928333333333330,9.391666666666660,8.558333333333330
COMPTON,34,012,34_012,1143,936.842857142857000,880.714285714285000,1097.977142857140000,972.232857142857000,10.190000000000000,8.907142857142850,9.520000000000000,8.725714285714280
COMPTON,34,012,34_012,1144,927.047142857142000,858.185714285714000,1088.608571428570000,978.324285714285000,10.171428571428500,8.858571428571430,9.580000000000000,8.792857142857140
COMPTON,34,012,34_012,1145,923.375714285714000,852.881428571428000,1099.008571428570000,981.814285714285000,10.187142857142800,8.874285714285710,9.622857142857140,8.840000000000000
NEWARK,34,016,34_016,1146,939.389999999999000,911.292000000000000,1179.286000000000000,1120.461999999990000,10.916000000000000,9.757999999999990,10.260000000000000,9.488000000000000
NEWARK,34,016,34_016,1147,957.302500000000000,906.980000000000000,1185.889999999990000,1130.744999999990000,10.910000000000000,9.745000000000000,10.232500000000000,9.432499999999990
NEWARK,34,016,34_016,1148,974.354999999999000,902.481666666666000,1214.845000000000000,1106.769999999990000,10.968333333333300,9.783333333333330,10.271666666666600,9.461666666666660
NEWARK,34,016,34_016,1149,1002.349999999990000,897.008749999999000,1242.138750000000000,1076.982500000000000,10.993750000000000,9.783750000000000,10.273750000000000,9.457500000000000
NEWARK,34,016,34_016,1150,1032.095714285710000,893.560000000000000,1229.094285714280000,1062.364285714280000,10.897142857142800,9.654285714285710,10.138571428571400,9.317142857142850
NEW LENOX,34,018,34_018,1151,967.675714285714000,958.438571428571000,1078.937142857140000,1083.128571428570000,11.451428571428500,10.270000000000000,11.041428571428500,10.364285714285700
