RTENAME,StateNm,RouteID,U_S_R_I,id,ppt00_mean,ppt01_mean,ppt15_mean,ppt16_mean,tmean00_me,tmean01_me,tmean15_me,tmean16_me
FISH SPRINGS,85,109,85_109,4789,278.742857142857000,195.064285714285000,252.078571428571000,226.799999999999000,11.025714285714200,11.714285714285700,11.207142857142800,11.318571428571400
FISH SPRINGS,85,109,85_109,4790,307.688333333333000,212.996666666666000,271.740000000000000,245.830000000000000,10.763333333333300,11.383333333333300,10.935000000000000,11.016666666666600
SKYLINE DRIV,85,034,85_034,4791,728.658750000000000,597.086249999999000,617.936249999999000,701.236249999999000,4.280000000000000,4.522500000000000,3.915000000000000,3.783750000000000
SKYLINE DRIV,85,034,85_034,4792,710.164999999999000,579.320000000000000,588.990000000000000,688.758333333333000,4.535000000000000,4.806666666666660,4.233333333333330,4.061666666666660
SKYLINE DRIV,85,034,85_034,4793,685.026250000000000,553.138750000000000,549.173749999999000,657.098749999999000,4.805000000000000,5.088750000000000,4.566250000000000,4.386250000000000
SKYLINE DRIV,85,034,85_034,4794,699.758571428571000,565.820000000000000,548.511428571428000,663.851428571428000,5.022857142857140,5.301428571428570,4.722857142857140,4.534285714285710
SKYLINE DRIV,85,034,85_034,4795,726.882857142857000,590.245714285714000,558.142857142857000,684.594285714285000,5.264285714285710,5.528571428571420,4.872857142857140,4.675714285714280
CLEVELAND,85,112,85_112,4796,273.541666666666000,211.794999999999000,313.838333333333000,284.888333333333000,10.540000000000000,10.968333333333300,10.811666666666600,11.005000000000000
CLEVELAND,85,112,85_112,4797,266.548333333333000,206.106666666666000,301.066666666666000,276.783333333333000,10.353333333333300,10.833333333333300,10.531666666666600,10.823333333333300
CLEVELAND,85,112,85_112,4798,259.385714285714000,199.768571428571000,291.030000000000000,263.995714285714000,9.797142857142850,10.297142857142800,9.881428571428570,10.344285714285700
CLEVELAND,85,112,85_112,4799,254.758333333333000,195.223333333333000,275.373333333333000,252.821666666666000,9.430000000000000,9.951666666666660,9.520000000000000,10.033333333333300
CLEVELAND,85,112,85_112,4800,252.522857142857000,191.704285714285000,269.639999999999000,245.405714285714000,9.152857142857140,9.682857142857140,9.351428571428570,9.917142857142850
STOCK RES,85,014,85_014,4801,229.342857142857000,174.488571428571000,212.262857142857000,190.604285714285000,11.350000000000000,11.990000000000000,11.577142857142800,12.099999999999900
STOCK RES,85,014,85_014,4802,224.230000000000000,171.186666666666000,196.259999999999000,179.119999999999000,11.469999999999900,12.136666666666600,11.741666666666600,12.233333333333300
STOCK RES,85,014,85_014,4803,222.131428571428000,174.980000000000000,195.302857142857000,173.375714285714000,11.455714285714200,12.088571428571400,11.668571428571400,12.109999999999900
STOCK RES,85,014,85_014,4804,219.575000000000000,179.098333333333000,194.936666666666000,168.765000000000000,11.401666666666600,11.996666666666600,11.573333333333300,11.933333333333300
STOCK RES,85,014,85_014,4805,222.319999999999000,190.329999999999000,197.011428571428000,170.272857142857000,11.420000000000000,11.992857142857100,11.607142857142800,11.835714285714200
BERYL,85,119,85_119,4806,353.212857142857000,275.764285714285000,313.568571428571000,309.958571428571000,11.082857142857100,11.181428571428500,10.734285714285700,11.032857142857100
BERYL,85,119,85_119,4807,324.994285714285000,256.198571428571000,289.248571428571000,277.558571428571000,10.844285714285700,11.021428571428500,10.638571428571400,11.141428571428500
BERYL,85,119,85_119,4808,317.687142857142000,249.791428571428000,295.051428571428000,279.145714285714000,10.855714285714200,11.104285714285700,10.684285714285700,11.081428571428500
BERYL,85,119,85_119,4809,297.226249999999000,232.161249999999000,292.953750000000000,263.821250000000000,10.539999999999900,10.817499999999900,10.359999999999900,10.822500000000000
BERYL,85,119,85_119,4810,290.058750000000000,225.514999999999000,305.560000000000000,268.082499999999000,10.340000000000000,10.573750000000000,10.142500000000000,10.566250000000000
MAIN CANYON,85,121,85_121,4811,503.155714285714000,475.838571428571000,624.505714285714000,491.659999999999000,7.067142857142850,7.094285714285710,6.700000000000000,7.127142857142850
MAIN CANYON,85,121,85_121,4812,346.553333333333000,326.428333333333000,491.504999999999000,379.969999999999000,8.670000000000000,8.851666666666660,8.449999999999990,8.986666666666660
MAIN CANYON,85,121,85_121,4813,294.266666666666000,276.639999999999000,450.973333333333000,343.109999999999000,9.611666666666660,9.843333333333330,9.521666666666660,10.043333333333300
MAIN CANYON,85,121,85_121,4814,320.598333333333000,295.634999999999000,474.151666666666000,359.411666666666000,8.923333333333330,9.155000000000000,8.756666666666660,9.318333333333330
MAIN CANYON,85,121,85_121,4815,440.905000000000000,407.496666666666000,591.658333333333000,449.969999999999000,7.616666666666660,7.765000000000000,7.291666666666660,7.789999999999990
HITE,85,022,85_022,4816,236.269999999999000,234.968333333333000,401.161666666666000,261.265000000000000,12.688333333333300,12.548333333333300,13.034999999999900,13.193333333333300
HITE,85,022,85_022,4817,221.159999999999000,225.862857142857000,389.467142857142000,250.144285714285000,13.261428571428500,13.090000000000000,13.640000000000000,13.821428571428500
HITE,85,022,85_022,4818,210.364285714285000,217.428571428571000,380.515714285714000,243.908571428571000,14.007142857142800,13.744285714285700,14.301428571428500,14.497142857142800
HITE,85,022,85_022,4819,178.109999999999000,187.498333333333000,354.290000000000000,226.173333333333000,15.214999999999900,14.940000000000000,15.876666666666600,16.005000000000000
HITE,85,022,85_022,4820,156.877999999999000,167.286000000000000,336.432000000000000,214.015999999999000,15.699999999999900,15.437999999999900,16.558000000000000,16.651999999999900
IRON SPRINGS,85,019,85_019,4821,314.389999999999000,250.709999999999000,376.206000000000000,324.846000000000000,10.414000000000000,10.446000000000000,10.410000000000000,10.704000000000000
IRON SPRINGS,85,019,85_019,4822,320.699999999999000,265.648333333333000,392.606666666666000,329.151666666666000,10.484999999999900,10.473333333333300,10.571666666666600,10.825000000000000
IRON SPRINGS,85,019,85_019,4823,313.240000000000000,273.291666666666000,398.394999999999000,327.368333333333000,10.568333333333300,10.528333333333300,10.611666666666600,10.844999999999900
IRON SPRINGS,85,019,85_019,4824,298.900000000000000,278.584285714285000,386.019999999999000,324.611428571428000,10.605714285714200,10.522857142857100,10.620000000000000,10.822857142857100
IRON SPRINGS,85,019,85_019,4825,290.383750000000000,278.613749999999000,394.225000000000000,331.016250000000000,10.597500000000000,10.504999999999900,10.567500000000000,10.767500000000000
NAVAJO LAKE,85,020,85_020,4826,538.913333333333000,488.550000000000000,646.871666666666000,595.678333333333000,7.253333333333330,7.230000000000000,6.724999999999990,6.953333333333330
NAVAJO LAKE,85,020,85_020,4827,702.439999999999000,610.327999999999000,747.990000000000000,726.027999999999000,5.680000000000000,5.690000000000000,4.750000000000000,4.954000000000000
NAVAJO LAKE,85,020,85_020,4828,674.887499999999000,590.317499999999000,732.101250000000000,701.347500000000000,5.632499999999990,5.617500000000000,4.653750000000000,4.878750000000000
NAVAJO LAKE,85,020,85_020,4829,575.690000000000000,520.739999999999000,685.017500000000000,624.240000000000000,6.021250000000000,5.896250000000000,5.182500000000000,5.430000000000000
NAVAJO LAKE,85,020,85_020,4830,509.647142857142000,473.891428571428000,648.748571428571000,568.047142857142000,6.604285714285710,6.455714285714280,5.942857142857140,6.175714285714280
BLANDING,85,123,85_123,4831,236.121666666666000,184.396666666666000,420.703333333333000,255.500000000000000,13.145000000000000,12.991666666666600,12.980000000000000,13.210000000000000
BLANDING,85,123,85_123,4832,252.964285714285000,207.924285714285000,437.577142857142000,260.138571428571000,12.924285714285700,12.787142857142800,12.877142857142800,13.085714285714200
BLANDING,85,123,85_123,4833,286.948750000000000,247.078750000000000,462.828750000000000,270.087499999999000,12.458750000000000,12.373749999999900,12.777500000000000,12.943750000000000
BLANDING,85,123,85_123,4834,323.363333333333000,281.903333333333000,484.998333333333000,284.913333333333000,11.868333333333300,11.853333333333300,12.468333333333300,12.619999999999900
BLANDING,85,123,85_123,4835,341.635714285714000,302.272857142857000,505.834285714285000,307.980000000000000,11.381428571428500,11.372857142857100,11.650000000000000,11.801428571428500
GREENSBORO,87,018,87_018,4836,1175.282500000000000,838.082499999999000,1128.863749999990000,1111.371249999990000,6.159999999999990,5.176250000000000,5.946250000000000,4.752500000000000
GREENSBORO,87,018,87_018,4837,1164.110000000000000,823.095714285714000,1138.548571428570000,1098.388571428570000,6.125714285714280,5.102857142857140,5.835714285714280,4.651428571428570
GREENSBORO,87,018,87_018,4838,1164.945714285710000,824.718571428571000,1149.547142857140000,1105.724285714280000,6.035714285714280,4.967142857142850,5.762857142857140,4.567142857142850
GREENSBORO,87,018,87_018,4839,1115.974285714280000,776.661428571428000,1112.927142857140000,1054.007142857140000,6.168571428571420,5.115714285714280,5.810000000000000,4.635714285714280
GREENSBORO,87,018,87_018,4840,1114.325714285710000,770.892857142857000,1125.824285714280000,1069.004285714280000,6.027142857142850,4.910000000000000,5.688571428571420,4.511428571428570
COLCHESTER,87,022,87_022,4841,1077.885714285710000,763.625714285714000,1077.317142857140000,905.851428571428000,7.914285714285710,6.778571428571420,7.261428571428570,6.030000000000000
COLCHESTER,87,022,87_022,4842,1077.954285714280000,757.704285714285000,1048.234285714280000,871.269999999999000,8.175714285714280,7.012857142857140,7.454285714285710,6.194285714285710
COLCHESTER,87,022,87_022,4843,1083.636250000000000,754.521250000000000,1019.577499999990000,842.835000000000000,8.408750000000000,7.234999999999990,7.658750000000000,6.359999999999990
COLCHESTER,87,022,87_022,4844,1110.998333333330000,760.048333333333000,996.196666666666000,818.760000000000000,8.670000000000000,7.488333333333330,7.878333333333330,6.543333333333330
COLCHESTER,87,022,87_022,4845,1065.822857142850000,727.204285714285000,984.430000000000000,790.612857142857000,9.064285714285710,7.851428571428570,8.187142857142850,6.829999999999990
ST JOHNSBURY,87,011,87_011,4846,1039.318571428570000,738.970000000000000,1210.381428571420000,1096.775714285710000,6.884285714285710,5.560000000000000,6.321428571428570,5.172857142857140
ST JOHNSBURY,87,011,87_011,4847,1038.470000000000000,738.278333333333000,1238.961666666660000,1104.773333333330000,6.871666666666660,5.551666666666660,6.290000000000000,5.186666666666660
ST JOHNSBURY,87,011,87_011,4848,1027.515000000000000,745.851666666666000,1266.619999999990000,1110.673333333330000,6.873333333333330,5.556666666666660,6.223333333333330,5.160000000000000
ST JOHNSBURY,87,011,87_011,4849,1063.549999999990000,775.995000000000000,1214.841666666660000,1078.579999999990000,6.608333333333330,5.288333333333330,5.926666666666660,4.856666666666660
ST JOHNSBURY,87,011,87_011,4850,1085.346666666660000,770.289999999999000,1165.098333333330000,1068.541666666660000,6.605000000000000,5.273333333333330,6.001666666666660,4.890000000000000
EAST CALAIS,87,015,87_015,4851,1075.875714285710000,713.961428571428000,1078.827142857140000,989.767142857142000,6.490000000000000,5.342857142857140,6.362857142857140,5.222857142857140
EAST CALAIS,87,015,87_015,4852,1136.644999999990000,765.269999999999000,1090.616250000000000,1011.151250000000000,6.622500000000000,5.532500000000000,6.342499999999990,5.186250000000000
EAST CALAIS,87,015,87_015,4853,1277.660000000000000,871.746666666666000,1123.829999999990000,1056.541666666660000,6.683333333333330,5.620000000000000,6.234999999999990,5.061666666666660
EAST CALAIS,87,015,87_015,4854,1287.098333333330000,880.765000000000000,1115.038333333330000,1067.378333333330000,6.733333333333330,5.633333333333330,6.231666666666660,5.053333333333330
EAST CALAIS,87,015,87_015,4855,1170.504999999990000,790.026666666666000,1064.116666666660000,1027.365000000000000,7.136666666666660,6.000000000000000,6.586666666666660,5.406666666666660
MIDDLESEX,87,014,87_014,4856,1234.545714285710000,836.854285714285000,1090.224285714280000,1037.665714285710000,6.911428571428570,5.785714285714280,6.440000000000000,5.269999999999990
MIDDLESEX,87,014,87_014,4857,1162.279999999990000,778.201666666666000,1079.894999999990000,1003.563333333330000,6.961666666666660,5.820000000000000,6.605000000000000,5.448333333333330
MIDDLESEX,87,014,87_014,4858,1098.261428571420000,726.611428571428000,1089.362857142850000,995.104285714285000,6.661428571428570,5.487142857142850,6.591428571428570,5.442857142857140
MIDDLESEX,87,014,87_014,4859,1013.316666666660000,661.063333333333000,1073.598333333330000,975.233333333333000,6.401666666666660,5.201666666666660,6.500000000000000,5.355000000000000
MIDDLESEX,87,014,87_014,4860,1052.279999999990000,694.503333333333000,1074.336666666660000,996.024999999999000,6.261666666666660,5.065000000000000,6.191666666666660,5.045000000000000
POST MILLS,87,007,87_007,4861,1067.335714285710000,714.144285714285000,962.104285714285000,877.627142857142000,7.652857142857140,6.302857142857140,7.050000000000000,6.074285714285710
POST MILLS,87,007,87_007,4862,1049.245000000000000,699.846666666666000,972.613333333333000,883.589999999999000,7.655000000000000,6.323333333333330,7.055000000000000,6.100000000000000
POST MILLS,87,007,87_007,4863,1031.696666666660000,689.028333333333000,972.336666666666000,919.860000000000000,7.615000000000000,6.293333333333330,7.026666666666660,6.058333333333330
POST MILLS,87,007,87_007,4864,1028.484999999990000,691.848333333333000,991.409999999999000,972.071666666666000,7.333333333333330,5.975000000000000,6.820000000000000,5.798333333333330
POST MILLS,87,007,87_007,4865,1053.677500000000000,710.967499999999000,1015.342499999990000,995.100000000000000,7.013750000000000,5.613750000000000,6.566250000000000,5.498749999999990
W RUTLAND,87,010,87_010,4866,1200.508571428570000,829.321428571428000,1007.761428571420000,1024.431428571420000,8.069999999999990,6.777142857142850,7.854285714285710,6.675714285714280
W RUTLAND,87,010,87_010,4867,1176.363749999990000,805.908750000000000,1014.213750000000000,1016.851250000000000,8.078749999999990,6.811250000000000,7.828750000000000,6.650000000000000
W RUTLAND,87,010,87_010,4868,1138.831666666660000,771.708333333333000,1009.099999999990000,987.485000000000000,8.218333333333330,6.961666666666660,7.940000000000000,6.743333333333330
W RUTLAND,87,010,87_010,4869,1097.725714285710000,722.587142857142000,964.692857142857000,928.065714285714000,8.380000000000000,7.155714285714280,8.034285714285710,6.847142857142850
W RUTLAND,87,010,87_010,4870,1087.961111111110000,696.949999999999000,956.648888888888000,898.735555555555000,8.442222222222220,7.257777777777770,8.041111111111110,6.870000000000000
SHAFTSBURY,87,008,87_008,4871,1564.641249999990000,1132.178750000000000,1138.336250000000000,1200.111249999990000,8.118749999999990,7.082500000000000,7.187500000000000,6.457500000000000
SHAFTSBURY,87,008,87_008,4872,1529.521428571420000,1112.277142857140000,1139.412857142850000,1201.771428571420000,8.267142857142850,7.198571428571420,7.311428571428570,6.607142857142850
SHAFTSBURY,87,008,87_008,4873,1591.846250000000000,1131.469999999990000,1171.128749999990000,1263.720000000000000,7.887500000000000,6.851249999999990,7.056249999999990,6.218750000000000
SHAFTSBURY,87,008,87_008,4874,1674.320000000000000,1140.488571428570000,1174.038571428570000,1290.864285714280000,7.628571428571420,6.612857142857140,6.865714285714280,5.880000000000000
SHAFTSBURY,87,008,87_008,4875,1384.901666666660000,957.329999999999000,1068.115000000000000,1157.626666666660000,8.225000000000000,7.095000000000000,7.458333333333330,6.449999999999990
JEROME,88,008,88_008,4876,849.498571428571000,812.872857142857000,1095.735714285710000,961.139999999999000,11.660000000000000,10.925714285714200,10.921428571428500,10.384285714285700
JEROME,88,008,88_008,4877,859.738888888888000,828.238888888888000,1083.016666666660000,930.905555555555000,11.712222222222200,10.981111111111100,10.984444444444400,10.511111111111100
JEROME,88,008,88_008,4878,849.699999999999000,821.618333333333000,1058.914999999990000,908.103333333333000,11.906666666666600,11.195000000000000,11.209999999999900,10.776666666666600
JEROME,88,008,88_008,4879,866.274285714285000,839.618571428571000,1023.377142857140000,910.924285714285000,11.948571428571400,11.304285714285700,11.394285714285700,10.942857142857100
JEROME,88,008,88_008,4880,891.888333333333000,860.794999999999000,1019.649999999990000,954.571666666666000,11.851666666666600,11.183333333333300,11.315000000000000,10.868333333333300
EDINBURG,88,007,88_007,4881,789.489999999999000,771.539999999999000,1075.841428571420000,921.434285714285000,12.312857142857100,11.677142857142800,11.618571428571400,11.162857142857100
EDINBURG,88,007,88_007,4882,817.532500000000000,800.339999999999000,1099.605000000000000,925.745000000000000,12.357500000000000,11.774999999999900,11.879999999999900,11.399999999999900
EDINBURG,88,007,88_007,4883,850.753333333333000,830.678333333333000,1133.856666666660000,992.656666666666000,12.311666666666600,11.731666666666600,11.719999999999900,11.256666666666600
EDINBURG,88,007,88_007,4884,858.452857142857000,847.705714285714000,1117.200000000000000,1013.039999999990000,12.365714285714200,11.770000000000000,11.732857142857100,11.285714285714200
EDINBURG,88,007,88_007,4885,851.536666666666000,859.264999999999000,1073.783333333330000,997.284999999999000,12.678333333333300,12.068333333333300,12.016666666666600,11.586666666666600
STANLEY,88,005,88_005,4886,819.537499999999000,786.090000000000000,1091.733749999990000,1046.311249999990000,13.103750000000000,12.950000000000000,12.576250000000000,12.094999999999900
STANLEY,88,005,88_005,4887,848.157142857142000,781.087142857142000,1069.740000000000000,1031.755714285710000,13.181428571428500,13.008571428571400,12.658571428571400,12.162857142857100
STANLEY,88,005,88_005,4888,888.481428571428000,827.374285714285000,1105.201428571420000,1011.050000000000000,12.582857142857100,12.330000000000000,11.945714285714200,11.469999999999900
STANLEY,88,005,88_005,4889,902.002500000000000,851.465000000000000,1130.418749999990000,995.183749999999000,12.091250000000000,11.647500000000000,11.366249999999900,10.916250000000000
STANLEY,88,005,88_005,4890,831.199999999999000,802.789999999999000,1098.339999999990000,947.019999999999000,12.123333333333300,11.521666666666600,11.338333333333300,10.895000000000000
PORT ROYAL,88,010,88_010,4891,1110.236000000000000,856.779999999999000,1245.776000000000000,1228.059999999990000,14.784000000000000,14.279999999999900,14.065999999999900,13.488000000000000
PORT ROYAL,88,010,88_010,4892,1111.128333333330000,851.171666666666000,1225.265000000000000,1187.436666666660000,14.633333333333300,14.140000000000000,13.949999999999900,13.413333333333300
PORT ROYAL,88,010,88_010,4893,1108.675714285710000,846.805714285714000,1188.937142857140000,1155.445714285710000,14.670000000000000,14.154285714285700,13.970000000000000,13.444285714285700
PORT ROYAL,88,010,88_010,4894,1123.794000000000000,856.524000000000000,1184.842000000000000,1111.508000000000000,14.856000000000000,14.262000000000000,14.106000000000000,13.592000000000000
PORT ROYAL,88,010,88_010,4895,1132.350000000000000,867.330000000000000,1196.881428571420000,1099.362857142850000,14.884285714285700,14.258571428571400,14.125714285714200,13.637142857142800
CHURCHVILLE,88,004,88_004,4896,970.355714285714000,739.515714285714000,1234.085714285710000,1061.541428571420000,12.431428571428500,12.014285714285700,11.604285714285700,11.199999999999900
CHURCHVILLE,88,004,88_004,4897,963.210000000000000,734.487142857142000,1230.258571428570000,1072.157142857140000,12.375714285714200,12.001428571428500,11.614285714285700,11.205714285714200
CHURCHVILLE,88,004,88_004,4898,958.753333333333000,714.341666666666000,1223.710000000000000,1045.755000000000000,12.518333333333300,12.173333333333300,11.813333333333300,11.399999999999900
CHURCHVILLE,88,004,88_004,4899,966.414999999999000,728.975000000000000,1223.388333333330000,1047.759999999990000,12.353333333333300,12.013333333333300,11.674999999999900,11.234999999999900
CHURCHVILLE,88,004,88_004,4900,962.394999999999000,718.130000000000000,1198.004999999990000,1017.273333333330000,12.553333333333300,12.223333333333300,11.888333333333300,11.451666666666600
SHARPS,88,030,88_030,4901,1160.295000000000000,919.493333333333000,1244.815000000000000,1289.391666666660000,14.998333333333300,14.596666666666600,14.635000000000000,13.986666666666600
SHARPS,88,030,88_030,4902,1159.344000000000000,934.671999999999000,1315.097999999990000,1253.983999999990000,15.053999999999900,14.650000000000000,14.747999999999900,14.076000000000000
SHARPS,88,030,88_030,4903,1161.404285714280000,937.579999999999000,1320.231428571420000,1251.042857142850000,15.090000000000000,14.694285714285700,14.805714285714200,14.122857142857100
SHARPS,88,030,88_030,4904,1160.194285714280000,928.354285714285000,1296.899999999990000,1253.595714285710000,15.125714285714200,14.740000000000000,14.828571428571400,14.147142857142800
SHARPS,88,030,88_030,4905,1162.430000000000000,918.524999999999000,1277.291666666660000,1249.939999999990000,15.148333333333300,14.778333333333300,14.816666666666600,14.163333333333300
WHITE STONE,88,029,88_029,4906,1191.936249999990000,897.026250000000000,1321.073750000000000,1259.023750000000000,15.153750000000000,14.787500000000000,14.657500000000000,14.133749999999900
WHITE STONE,88,029,88_029,4907,1182.172857142850000,908.037142857142000,1290.371428571420000,1257.691428571420000,15.051428571428500,14.700000000000000,14.631428571428500,14.084285714285700
WHITE STONE,88,029,88_029,4908,1177.158571428570000,912.978571428571000,1279.694285714280000,1279.431428571420000,14.970000000000000,14.637142857142800,14.592857142857100,14.047142857142800
WHITE STONE,88,029,88_029,4909,1171.532499999990000,921.213749999999000,1277.143750000000000,1297.135000000000000,15.020000000000000,14.673750000000000,14.472500000000000,13.945000000000000
WHITE STONE,88,029,88_029,4910,1166.765714285710000,930.857142857142000,1273.564285714280000,1301.968571428570000,15.211428571428500,14.825714285714200,14.394285714285700,13.851428571428500
SHIPMAN,88,023,88_023,4911,882.225000000000000,821.976666666666000,1279.071666666660000,1198.043333333330000,14.501666666666600,13.979999999999900,13.893333333333300,13.268333333333300
SHIPMAN,88,023,88_023,4912,871.429999999999000,821.975000000000000,1309.710000000000000,1251.763333333330000,14.523333333333300,14.000000000000000,13.943333333333300,13.293333333333300
SHIPMAN,88,023,88_023,4913,897.004285714285000,815.234285714285000,1364.401428571420000,1341.178571428570000,14.472857142857100,13.972857142857100,13.904285714285700,13.278571428571400
SHIPMAN,88,023,88_023,4914,945.695714285714000,813.341428571428000,1417.360000000000000,1365.714285714280000,14.212857142857100,13.737142857142800,13.575714285714200,13.029999999999900
SHIPMAN,88,023,88_023,4915,1121.349999999990000,922.831428571428000,1477.029999999990000,1356.211428571420000,13.698571428571400,13.238571428571400,12.921428571428500,12.455714285714200
COVINGTON,88,015,88_015,4916,1153.817142857140000,951.184285714285000,1351.214285714280000,1152.714285714280000,12.268571428571400,11.732857142857100,11.300000000000000,10.780000000000000
COVINGTON,88,015,88_015,4917,1080.322857142850000,919.022857142857000,1324.190000000000000,1151.758571428570000,12.492857142857100,12.011428571428500,11.564285714285700,11.044285714285700
COVINGTON,88,015,88_015,4918,988.943333333333000,864.923333333333000,1265.076666666660000,1151.868333333330000,12.716666666666600,12.273333333333300,11.895000000000000,11.386666666666600
COVINGTON,88,015,88_015,4919,960.545999999999000,846.071999999999000,1203.145999999990000,1155.665999999990000,12.574000000000000,12.144000000000000,11.770000000000000,11.289999999999900
COVINGTON,88,015,88_015,4920,914.679999999999000,804.183333333333000,1104.769999999990000,1126.829999999990000,12.630000000000000,12.230000000000000,11.903333333333300,11.470000000000000
CHURCH ROAD,88,028,88_028,4921,1063.194999999990000,835.715000000000000,1412.521666666660000,1180.210000000000000,14.985000000000000,14.771666666666600,14.930000000000000,14.160000000000000
CHURCH ROAD,88,028,88_028,4922,1058.603333333330000,842.954999999999000,1427.869999999990000,1167.040000000000000,14.946666666666600,14.658333333333300,14.710000000000000,14.033333333333300
CHURCH ROAD,88,028,88_028,4923,1058.639999999990000,851.874000000000000,1411.053999999990000,1154.354000000000000,14.901999999999900,14.587999999999900,14.575999999999900,13.942000000000000
CHURCH ROAD,88,028,88_028,4924,1053.690000000000000,868.945999999999000,1404.129999999990000,1149.006000000000000,14.825999999999900,14.481999999999900,14.425999999999900,13.840000000000000
CHURCH ROAD,88,028,88_028,4925,1035.480000000000000,875.676000000000000,1419.610000000000000,1150.244000000000000,14.731999999999900,14.345999999999900,14.342000000000000,13.788000000000000
MORAN,88,049,88_049,4926,936.905714285714000,815.102857142857000,1306.964285714280000,1166.775714285710000,14.760000000000000,14.381428571428500,13.665714285714200,13.354285714285700
MORAN,88,049,88_049,4927,956.136666666666000,832.445000000000000,1337.066666666660000,1183.096666666660000,14.811666666666600,14.446666666666600,13.933333333333300,13.541666666666600
MORAN,88,049,88_049,4928,973.376250000000000,856.959999999999000,1331.417500000000000,1199.733749999990000,14.768750000000000,14.391250000000000,13.965000000000000,13.557500000000000
MORAN,88,049,88_049,4929,982.837142857142000,866.882857142857000,1328.637142857140000,1212.462857142850000,14.722857142857100,14.334285714285700,13.974285714285700,13.545714285714200
MORAN,88,049,88_049,4930,989.108571428571000,864.785714285714000,1336.695714285710000,1201.718571428570000,14.722857142857100,14.348571428571400,14.024285714285700,13.564285714285700
PUTNAM,88,014,88_014,4931,1071.751428571420000,1096.687142857140000,1213.001428571420000,1103.031428571420000,12.524285714285700,12.344285714285700,11.784285714285700,11.397142857142800
PUTNAM,88,014,88_014,4932,1066.149999999990000,1086.795000000000000,1183.868749999990000,1071.702500000000000,12.467500000000000,12.302499999999900,11.725000000000000,11.344999999999900
PUTNAM,88,014,88_014,4933,1049.779999999990000,1054.481666666660000,1198.921666666660000,1034.995000000000000,12.446666666666600,12.271666666666600,11.733333333333300,11.366666666666600
PUTNAM,88,014,88_014,4934,1032.349999999990000,997.674999999999000,1211.133333333330000,1037.853333333330000,12.483333333333300,12.275000000000000,11.876666666666600,11.531666666666600
PUTNAM,88,014,88_014,4935,1038.411428571420000,983.605714285714000,1160.824285714280000,1021.268571428570000,12.491428571428500,12.274285714285700,11.901428571428500,11.560000000000000
WYLLIESBURG,88,041,88_041,4936,1018.881666666660000,866.233333333333000,1379.774999999990000,1228.431666666660000,14.851666666666600,14.463333333333300,13.396666666666600,13.118333333333300
WYLLIESBURG,88,041,88_041,4937,1034.822857142850000,884.991428571428000,1354.282857142850000,1230.069999999990000,14.991428571428500,14.628571428571400,13.662857142857100,13.350000000000000
WYLLIESBURG,88,041,88_041,4938,1005.571666666660000,873.074999999999000,1336.889999999990000,1200.965000000000000,14.993333333333300,14.633333333333300,13.590000000000000,13.343333333333300
WYLLIESBURG,88,041,88_041,4939,994.306666666666000,872.254999999999000,1311.203333333330000,1222.483333333330000,15.156666666666600,14.855000000000000,13.833333333333300,13.543333333333300
WYLLIESBURG,88,041,88_041,4940,999.120000000000000,877.592857142857000,1291.748571428570000,1252.980000000000000,15.214285714285700,14.968571428571400,13.975714285714200,13.609999999999900
ELAMSVILLE,88,037,88_037,4941,885.361666666666000,907.450000000000000,1581.960000000000000,1289.183333333330000,14.085000000000000,13.946666666666600,13.414999999999900,13.066666666666600
ELAMSVILLE,88,037,88_037,4942,869.114999999999000,870.846666666666000,1538.658333333330000,1248.564999999990000,14.034999999999900,13.880000000000000,13.299999999999900,12.949999999999900
ELAMSVILLE,88,037,88_037,4943,840.618333333333000,827.525000000000000,1480.379999999990000,1206.026666666660000,13.968333333333300,13.803333333333300,13.214999999999900,12.855000000000000
ELAMSVILLE,88,037,88_037,4944,841.253333333333000,832.196666666666000,1466.359999999990000,1122.553333333330000,13.163333333333300,12.973333333333300,12.160000000000000,11.900000000000000
ELAMSVILLE,88,037,88_037,4945,846.110000000000000,857.929999999999000,1471.011666666660000,1049.096666666660000,12.381666666666600,12.174999999999900,11.219999999999900,11.030000000000000
BRANCHVILLE,88,044,88_044,4946,1157.286249999990000,898.693750000000000,1408.468750000000000,1412.931249999990000,15.414999999999900,15.148750000000000,15.076250000000000,14.623750000000000
BRANCHVILLE,88,044,88_044,4947,1154.995714285710000,891.657142857142000,1367.794285714280000,1360.198571428570000,15.304285714285700,15.054285714285700,15.000000000000000,14.575714285714200
BRANCHVILLE,88,044,88_044,4948,1162.105000000000000,882.626666666666000,1304.068333333330000,1298.481666666660000,15.238333333333300,14.996666666666600,14.961666666666600,14.541666666666600
BRANCHVILLE,88,044,88_044,4949,1171.401666666660000,876.046666666666000,1294.126666666660000,1277.261666666660000,15.233333333333300,14.994999999999900,14.969999999999900,14.533333333333300
BRANCHVILLE,88,044,88_044,4950,1191.405714285710000,861.391428571428000,1284.385714285710000,1275.088571428570000,15.255714285714200,15.014285714285700,14.971428571428500,14.528571428571400
RINGGOLD,88,040,88_040,4951,996.343333333333000,774.599999999999000,1349.019999999990000,1322.286666666660000,15.016666666666600,14.811666666666600,14.190000000000000,13.763333333333300
RINGGOLD,88,040,88_040,4952,1001.266666666660000,791.473333333333000,1325.263333333330000,1308.430000000000000,14.816666666666600,14.538333333333300,13.981666666666600,13.551666666666600
