RTENAME,StateNm,RouteID,U_S_R_I,id,t00m_mean,t00j_mean,t01m_mean,t01j_mean,t15m_mean,t15j_mean,t16m_mean,t16j_mean
WEYERHAUSER,91,014,91_014,5369,14.442500000000000,17.607500000000000,14.012500000000000,18.672499999999900,13.647499999999900,18.402500000000000,13.765000000000000,19.357500000000000
WEYERHAUSER,91,014,91_014,5370,14.556666666666600,17.823333333333300,14.086666666666600,18.783333333333300,13.843333333333300,18.640000000000000,13.916666666666600,19.583333333333300
HUDSON,91,009,91_009,5371,15.656666666666600,18.646666666666600,14.923333333333300,19.709999999999900,13.966666666666600,19.323333333333300,14.390000000000000,20.096666666666600
HUDSON,91,009,91_009,5372,14.950000000000000,18.036666666666600,14.223333333333300,19.120000000000000,13.706666666666600,18.929999999999900,14.033333333333300,19.793333333333300
HUDSON,91,009,91_009,5373,14.574999999999900,17.725000000000000,13.935000000000000,18.710000000000000,13.559999999999900,18.664999999999900,13.824999999999900,19.609999999999900
HUDSON,91,009,91_009,5374,14.299999999999900,17.372500000000000,13.687500000000000,18.420000000000000,13.380000000000000,18.442499999999900,13.627500000000000,19.362500000000000
HUDSON,91,009,91_009,5375,14.080000000000000,17.145000000000000,13.562500000000000,18.204999999999900,13.190000000000000,18.252499999999900,13.432500000000000,19.129999999999900
OCONTO FALLS,91,045,91_045,5376,14.004999999999900,17.442499999999900,14.432499999999900,18.112500000000000,14.037500000000000,17.187500000000000,13.494999999999900,18.459999999999900
OCONTO FALLS,91,045,91_045,5377,13.922499999999900,17.402500000000000,14.460000000000000,18.079999999999900,13.935000000000000,17.000000000000000,13.387500000000000,18.239999999999900
OCONTO FALLS,91,045,91_045,5378,13.960000000000000,17.450000000000000,14.455000000000000,18.119999999999900,14.074999999999900,17.185000000000000,13.504999999999900,18.424999999999900
OCONTO FALLS,91,045,91_045,5379,13.914999999999900,17.387499999999900,14.424999999999900,18.070000000000000,14.027500000000000,17.122500000000000,13.440000000000000,18.350000000000000
OCONTO FALLS,91,045,91_045,5380,13.930000000000000,17.346666666666600,14.280000000000000,18.030000000000000,14.150000000000000,17.346666666666600,13.546666666666600,18.593333333333300
STRATFORD,91,039,91_039,5381,14.260000000000000,17.057499999999900,13.755000000000000,17.522500000000000,14.324999999999900,18.335000000000000,13.897500000000000,19.177500000000000
STRATFORD,91,039,91_039,5382,14.103333333333300,16.903333333333300,13.753333333333300,17.546666666666600,14.116666666666600,18.070000000000000,13.750000000000000,18.976666666666600
STRATFORD,91,039,91_039,5383,13.865000000000000,16.725000000000000,13.649999999999900,17.504999999999900,13.722500000000000,17.757500000000000,13.417500000000000,18.704999999999900
STRATFORD,91,039,91_039,5384,13.577500000000000,16.434999999999900,13.477500000000000,17.384999999999900,13.172499999999900,17.227500000000000,12.902500000000000,18.250000000000000
STRATFORD,91,039,91_039,5385,13.545000000000000,16.295000000000000,13.410000000000000,17.350000000000000,12.945000000000000,16.954999999999900,12.650000000000000,18.035000000000000
STEVENS PT,91,041,91_041,5386,13.872500000000000,16.877500000000000,13.830000000000000,17.545000000000000,13.847500000000000,17.550000000000000,13.260000000000000,18.637499999999900
STEVENS PT,91,041,91_041,5387,13.455000000000000,16.427500000000000,13.620000000000000,17.285000000000000,13.657499999999900,17.420000000000000,13.189999999999900,18.500000000000000
STEVENS PT,91,041,91_041,5388,13.190000000000000,16.182500000000000,13.445000000000000,17.142499999999900,13.467500000000000,17.234999999999900,12.992500000000000,18.300000000000000
STEVENS PT,91,041,91_041,5389,13.287500000000000,16.250000000000000,13.510000000000000,17.254999999999900,13.425000000000000,17.197499999999900,13.047499999999900,18.322500000000000
STEVENS PT,91,041,91_041,5390,13.859999999999900,16.760000000000000,13.789999999999900,17.709999999999900,13.750000000000000,17.476666666666600,13.609999999999900,18.763333333333300
CLINTONVILLE,91,047,91_047,5391,14.475000000000000,17.730000000000000,14.435000000000000,18.225000000000000,14.414999999999900,17.689999999999900,13.734999999999900,19.050000000000000
CLINTONVILLE,91,047,91_047,5392,14.470000000000000,17.870000000000000,14.504999999999900,18.350000000000000,14.539999999999900,17.870000000000000,13.850000000000000,19.145000000000000
CLINTONVILLE,91,047,91_047,5393,14.344999999999900,17.805000000000000,14.460000000000000,18.324999999999900,14.560000000000000,17.914999999999900,13.895000000000000,19.160000000000000
CLINTONVILLE,91,047,91_047,5394,14.225000000000000,17.699999999999900,14.410000000000000,18.250000000000000,14.515000000000000,17.820000000000000,13.840000000000000,19.055000000000000
CLINTONVILLE,91,047,91_047,5395,14.105000000000000,17.609999999999900,14.370000000000000,18.160000000000000,14.385000000000000,17.594999999999900,13.675000000000000,18.945000000000000
CASCO,91,049,91_049,5396,13.625000000000000,17.625000000000000,13.789999999999900,17.869999999999900,13.355000000000000,16.704999999999900,12.750000000000000,18.329999999999900
CASCO,91,049,91_049,5397,13.084999999999900,17.015000000000000,13.270000000000000,17.177500000000000,12.660000000000000,16.192499999999900,12.145000000000000,17.762500000000000
CASCO,91,049,91_049,5398,12.842499999999900,16.802500000000000,13.042499999999900,16.965000000000000,12.352500000000000,16.039999999999900,11.905000000000000,17.572500000000000
CASCO,91,049,91_049,5399,12.613333333333300,16.546666666666600,12.890000000000000,16.823333333333300,12.233333333333300,16.013333333333300,11.913333333333300,17.483333333333300
CASCO,91,049,91_049,5400,12.543333333333300,16.520000000000000,12.799999999999900,16.820000000000000,12.273333333333300,16.076666666666600,11.916666666666600,17.516666666666600
ELDERON,91,042,91_042,5401,13.050000000000000,16.355000000000000,13.237500000000000,17.239999999999900,14.082500000000000,17.645000000000000,13.310000000000000,18.680000000000000
ELDERON,91,042,91_042,5402,13.205000000000000,16.439999999999900,13.359999999999900,17.320000000000000,14.037500000000000,17.590000000000000,13.312500000000000,18.632500000000000
ELDERON,91,042,91_042,5403,13.443333333333300,16.553333333333300,13.556666666666600,17.396666666666600,13.973333333333300,17.513333333333300,13.320000000000000,18.606666666666600
ELDERON,91,042,91_042,5404,13.700000000000000,16.732500000000000,13.742500000000000,17.430000000000000,13.944999999999900,17.465000000000000,13.335000000000000,18.612500000000000
ELDERON,91,042,91_042,5405,13.863333333333300,16.910000000000000,13.873333333333300,17.530000000000000,14.073333333333300,17.590000000000000,13.469999999999900,18.763333333333300
ESDAILE,91,031,91_031,5406,14.760000000000000,18.015000000000000,14.385000000000000,19.045000000000000,13.879999999999900,19.164999999999900,13.969999999999900,19.979999999999900
ESDAILE,91,031,91_031,5407,14.879999999999900,18.182500000000000,14.567499999999900,19.244999999999900,14.077500000000000,19.412500000000000,14.125000000000000,20.207500000000000
ESDAILE,91,031,91_031,5408,14.984999999999900,18.307499999999900,14.717500000000000,19.392499999999900,14.344999999999900,19.599999999999900,14.289999999999900,20.412500000000000
ESDAILE,91,031,91_031,5409,14.859999999999900,18.155000000000000,14.619999999999900,19.215000000000000,14.187500000000000,19.405000000000000,14.117500000000000,20.207500000000000
ESDAILE,91,031,91_031,5410,15.026666666666600,18.343333333333300,14.956666666666600,19.430000000000000,14.656666666666600,19.763333333333300,14.450000000000000,20.550000000000000
MANAWA,91,044,91_044,5411,14.390000000000000,17.824999999999900,14.475000000000000,18.265000000000000,14.635000000000000,18.059999999999900,14.050000000000000,19.350000000000000
MANAWA,91,044,91_044,5412,14.355000000000000,17.710000000000000,14.415000000000000,18.202500000000000,14.549999999999900,17.945000000000000,13.914999999999900,19.204999999999900
MANAWA,91,044,91_044,5413,14.252500000000000,17.570000000000000,14.342500000000000,18.130000000000000,14.470000000000000,17.854999999999900,13.850000000000000,19.127500000000000
MANAWA,91,044,91_044,5414,14.180000000000000,17.466666666666600,14.276666666666600,18.066666666666600,14.393333333333300,17.776666666666600,13.786666666666600,19.033333333333300
MANAWA,91,044,91_044,5415,13.906666666666600,17.146666666666600,14.056666666666600,17.833333333333300,14.186666666666600,17.559999999999900,13.583333333333300,18.830000000000000
SAXEVILLE,91,043,91_043,5416,14.734999999999900,18.074999999999900,14.670000000000000,18.434999999999900,14.830000000000000,18.320000000000000,14.145000000000000,19.555000000000000
SAXEVILLE,91,043,91_043,5417,14.675000000000000,17.995000000000000,14.565000000000000,18.355000000000000,14.774999999999900,18.329999999999900,14.045000000000000,19.515000000000000
SAXEVILLE,91,043,91_043,5418,14.480000000000000,17.730000000000000,14.410000000000000,18.200000000000000,14.690000000000000,18.234999999999900,13.859999999999900,19.369999999999900
SAXEVILLE,91,043,91_043,5419,14.359999999999900,17.524999999999900,14.300000000000000,18.100000000000000,14.590000000000000,18.199999999999900,13.715000000000000,19.270000000000000
SAXEVILLE,91,043,91_043,5420,14.356666666666600,17.536666666666600,14.263333333333300,18.123333333333300,14.663333333333300,18.306666666666600,13.686666666666600,19.379999999999900
GILMANTON,91,033,91_033,5421,14.799999999999900,17.970000000000000,14.826666666666600,18.893333333333300,14.920000000000000,19.436666666666600,14.410000000000000,20.356666666666600
GILMANTON,91,033,91_033,5422,15.180000000000000,18.380000000000000,15.155000000000000,19.245000000000000,15.392500000000000,19.862500000000000,14.797500000000000,20.822500000000000
GILMANTON,91,033,91_033,5423,14.946666666666600,17.906666666666600,14.990000000000000,18.836666666666600,15.150000000000000,19.326666666666600,14.473333333333300,20.263333333333300
GILMANTON,91,033,91_033,5424,15.100000000000000,18.160000000000000,15.090000000000000,19.035000000000000,15.309999999999900,19.539999999999900,14.565000000000000,20.539999999999900
GILMANTON,91,033,91_033,5425,15.140000000000000,18.203333333333300,15.046666666666600,19.023333333333300,14.953333333333300,19.239999999999900,14.286666666666600,20.246666666666600
PRINCETON,91,057,91_057,5426,14.940000000000000,18.506666666666600,14.910000000000000,18.723333333333300,15.020000000000000,18.640000000000000,14.203333333333300,19.886666666666600
PRINCETON,91,057,91_057,5427,14.907500000000000,18.437500000000000,14.900000000000000,18.697499999999900,15.000000000000000,18.632500000000000,14.135000000000000,19.857500000000000
PRINCETON,91,057,91_057,5428,14.906666666666600,18.390000000000000,14.873333333333300,18.683333333333300,14.983333333333300,18.616666666666600,14.126666666666600,19.890000000000000
PRINCETON,91,057,91_057,5429,14.955000000000000,18.382500000000000,14.920000000000000,18.707500000000000,15.017499999999900,18.632500000000000,14.157500000000000,19.922499999999900
PRINCETON,91,057,91_057,5430,14.930000000000000,18.329999999999900,14.875000000000000,18.684999999999900,15.015000000000000,18.645000000000000,14.120000000000000,19.905000000000000
N FREEDOM,91,055,91_055,5431,15.024999999999900,18.035000000000000,15.074999999999900,18.500000000000000,15.315000000000000,18.355000000000000,14.490000000000000,19.980000000000000
N FREEDOM,91,055,91_055,5432,14.900000000000000,18.384999999999900,14.995000000000000,18.750000000000000,15.344999999999900,18.875000000000000,14.285000000000000,20.385000000000000
N FREEDOM,91,055,91_055,5433,14.950000000000000,18.513333333333300,15.049999999999900,18.903333333333300,15.333333333333300,18.986666666666600,14.236666666666600,20.480000000000000
N FREEDOM,91,055,91_055,5434,14.982500000000000,18.552499999999900,15.070000000000000,18.965000000000000,15.325000000000000,18.982499999999900,14.192500000000000,20.472500000000000
N FREEDOM,91,055,91_055,5435,14.902500000000000,18.514999999999900,14.992500000000000,18.869999999999900,15.359999999999900,19.174999999999900,14.404999999999900,20.609999999999900
ROLLING GRND,91,052,91_052,5436,14.503333333333300,17.916666666666600,14.746666666666600,17.953333333333300,15.016666666666600,18.790000000000000,13.990000000000000,19.993333333333300
ROLLING GRND,91,052,91_052,5437,14.730000000000000,18.045000000000000,14.875000000000000,18.090000000000000,15.199999999999900,19.024999999999900,14.289999999999900,20.240000000000000
ROLLING GRND,91,052,91_052,5438,15.085000000000000,18.379999999999900,15.097500000000000,18.240000000000000,15.642500000000000,19.567500000000000,14.844999999999900,20.772500000000000
ROLLING GRND,91,052,91_052,5439,15.227499999999900,18.482499999999900,15.197500000000000,18.362500000000000,15.919999999999900,19.917499999999900,15.350000000000000,21.174999999999900
ROLLING GRND,91,052,91_052,5440,15.297500000000000,18.557500000000000,15.252500000000000,18.457500000000000,15.982500000000000,20.017499999999900,15.407500000000000,21.270000000000000
VERONA,91,167,91_167,5441,15.109999999999900,18.502500000000000,15.232500000000000,18.504999999999900,15.392500000000000,18.912500000000000,14.472500000000000,20.450000000000000
VERONA,91,167,91_167,5442,15.272500000000000,18.557499999999900,15.417500000000000,18.697500000000000,15.312500000000000,18.757500000000000,14.469999999999900,20.382500000000000
VERONA,91,167,91_167,5443,15.243333333333300,18.566666666666600,15.390000000000000,18.699999999999900,15.286666666666600,18.763333333333300,14.440000000000000,20.353333333333300
VERONA,91,167,91_167,5444,15.242500000000000,18.609999999999900,15.422499999999900,18.742500000000000,15.282499999999900,18.814999999999900,14.424999999999900,20.407499999999900
VERONA,91,167,91_167,5445,15.324999999999900,18.750000000000000,15.475000000000000,18.744999999999900,15.184999999999900,18.840000000000000,14.385000000000000,20.460000000000000
WIOTA,91,066,91_066,5446,15.449999999999900,18.902500000000000,15.667500000000000,18.827500000000000,15.309999999999900,19.112499999999900,14.542500000000000,20.814999999999900
WIOTA,91,066,91_066,5447,15.444999999999900,19.070000000000000,15.842500000000000,18.914999999999900,15.252500000000000,19.064999999999900,14.447500000000000,20.779999999999900
WIOTA,91,066,91_066,5448,15.500000000000000,19.190000000000000,15.990000000000000,19.039999999999900,15.289999999999900,19.085000000000000,14.490000000000000,20.810000000000000
WIOTA,91,066,91_066,5449,15.660000000000000,18.935000000000000,15.795000000000000,18.899999999999900,15.279999999999900,19.125000000000000,14.719999999999900,20.844999999999900
WIOTA,91,066,91_066,5450,15.732500000000000,18.872500000000000,15.717499999999900,18.845000000000000,15.265000000000000,19.140000000000000,14.882499999999900,20.917499999999900
PARIS,91,069,91_069,5451,15.637500000000000,19.122500000000000,15.182500000000000,18.824999999999900,14.389999999999900,17.962499999999900,14.182500000000000,20.087499999999900
PARIS,91,069,91_069,5452,15.545000000000000,18.847500000000000,15.105000000000000,18.570000000000000,14.267500000000000,17.795000000000000,13.820000000000000,19.987500000000000
PARIS,91,069,91_069,5453,15.603333333333300,18.890000000000000,15.173333333333300,18.669999999999900,14.413333333333300,17.913333333333300,13.840000000000000,20.053333333333300
PARIS,91,069,91_069,5454,15.767500000000000,19.157499999999900,15.340000000000000,18.887500000000000,14.495000000000000,18.000000000000000,13.932500000000000,20.172499999999900
PARIS,91,069,91_069,5455,16.125000000000000,19.574999999999900,15.684999999999900,19.300000000000000,14.760000000000000,18.285000000000000,14.125000000000000,20.230000000000000
HEBRON,91,068,91_068,5456,15.626666666666600,19.090000000000000,15.613333333333300,19.193333333333300,15.530000000000000,18.966666666666600,14.696666666666600,20.636666666666600
HEBRON,91,068,91_068,5457,15.562500000000000,19.032499999999900,15.522499999999900,19.047499999999900,15.272500000000000,18.687500000000000,14.379999999999900,20.407499999999900
HEBRON,91,068,91_068,5458,15.606666666666600,19.010000000000000,15.543333333333300,18.966666666666600,15.113333333333300,18.559999999999900,14.369999999999900,20.333333333333300
HEBRON,91,068,91_068,5459,15.734999999999900,19.094999999999900,15.635000000000000,19.035000000000000,15.094999999999900,18.655000000000000,14.590000000000000,20.369999999999900
HEBRON,91,068,91_068,5460,15.820000000000000,19.127500000000000,15.647500000000000,19.015000000000000,15.032499999999900,18.582500000000000,14.607499999999900,20.297499999999900
RAYMOND,91,070,91_070,5461,15.157499999999900,18.902500000000000,14.699999999999900,18.497499999999900,14.039999999999900,17.562500000000000,13.687500000000000,19.797499999999900
RAYMOND,91,070,91_070,5462,15.164999999999900,18.914999999999900,14.645000000000000,18.465000000000000,14.010000000000000,17.520000000000000,13.660000000000000,19.859999999999900
RAYMOND,91,070,91_070,5463,15.260000000000000,18.965000000000000,14.675000000000000,18.469999999999900,14.074999999999900,17.579999999999900,13.710000000000000,19.920000000000000
RAYMOND,91,070,91_070,5464,15.515000000000000,19.119999999999900,14.827500000000000,18.434999999999900,14.352500000000000,17.867500000000000,13.937500000000000,20.072499999999900
RAYMOND,91,070,91_070,5465,15.565000000000000,19.120000000000000,14.949999999999900,18.537500000000000,14.375000000000000,17.882500000000000,13.947499999999900,20.057500000000000
HAZEL GREEN,91,065,91_065,5466,15.927500000000000,19.027500000000000,15.990000000000000,19.234999999999900,15.600000000000000,19.497499999999900,14.917500000000000,21.245000000000000
HAZEL GREEN,91,065,91_065,5467,15.695000000000000,18.825000000000000,15.737500000000000,18.967500000000000,15.484999999999900,19.359999999999900,14.770000000000000,21.045000000000000
HAZEL GREEN,91,065,91_065,5468,15.537500000000000,18.645000000000000,15.495000000000000,18.687500000000000,15.359999999999900,19.250000000000000,14.707500000000000,20.829999999999900
HAZEL GREEN,91,065,91_065,5469,15.645000000000000,18.772499999999900,15.639999999999900,18.802500000000000,15.442499999999900,19.280000000000000,14.770000000000000,20.867500000000000
HAZEL GREEN,91,065,91_065,5470,15.749999999999900,18.900000000000000,15.822500000000000,18.872500000000000,15.515000000000000,19.274999999999900,14.815000000000000,20.899999999999900
PT WASHINGTN,91,063,91_063,5471,12.870000000000000,17.754999999999900,12.730000000000000,17.102499999999900,12.487500000000000,16.559999999999900,12.532499999999900,18.712499999999900
PT WASHINGTN,91,063,91_063,5472,13.137499999999900,17.905000000000000,12.990000000000000,17.215000000000000,12.750000000000000,16.600000000000000,12.465000000000000,18.482499999999900
PT WASHINGTN,91,063,91_063,5473,13.067499999999900,17.862500000000000,13.022499999999900,17.195000000000000,12.767500000000000,16.527500000000000,12.525000000000000,18.307499999999900
PT WASHINGTN,91,063,91_063,5474,12.934999999999900,17.729999999999900,13.030000000000000,17.285000000000000,12.795000000000000,16.570000000000000,12.855000000000000,18.300000000000000
PT WASHINGTN,91,063,91_063,5475,12.930000000000000,17.657499999999900,13.122499999999900,17.367500000000000,12.875000000000000,16.700000000000000,12.927500000000000,18.387499999999900
MANITOWOC,91,048,91_048,5476,12.765000000000000,17.310000000000000,12.835000000000000,16.840000000000000,11.379999999999900,15.829999999999900,12.395000000000000,18.064999999999900
MANITOWOC,91,048,91_048,5477,12.622500000000000,17.272500000000000,12.775000000000000,17.174999999999900,11.774999999999900,16.330000000000000,12.452500000000000,18.262499999999900
MANITOWOC,91,048,91_048,5478,12.810000000000000,17.256666666666600,13.020000000000000,17.146666666666600,12.186666666666600,16.383333333333300,12.630000000000000,18.353333333333300
MANITOWOC,91,048,91_048,5479,13.260000000000000,17.500000000000000,13.469999999999900,17.579999999999900,12.835000000000000,16.704999999999900,12.820000000000000,18.430000000000000
MANITOWOC,91,048,91_048,5480,13.569999999999900,17.706666666666600,13.813333333333300,17.959999999999900,13.329999999999900,16.893333333333300,12.960000000000000,18.536666666666600
MINONG,91,003,91_003,5481,13.867500000000000,15.922499999999900,13.750000000000000,17.917500000000000,12.337499999999900,17.312500000000000,12.640000000000000,17.590000000000000
MINONG,91,003,91_003,5482,13.580000000000000,15.750000000000000,13.405000000000000,17.734999999999900,12.080000000000000,17.164999999999900,12.510000000000000,17.460000000000000
MINONG,91,003,91_003,5483,13.462499999999900,15.712500000000000,13.195000000000000,17.732500000000000,11.890000000000000,17.125000000000000,12.410000000000000,17.435000000000000
MINONG,91,003,91_003,5484,13.345000000000000,15.647499999999900,13.059999999999900,17.654999999999900,11.692499999999900,16.920000000000000,12.234999999999900,17.170000000000000
MINONG,91,003,91_003,5485,13.049999999999900,15.477500000000000,12.847500000000000,17.490000000000000,11.460000000000000,16.747500000000000,12.077499999999900,16.855000000000000
LORAINE,91,012,91_012,5486,14.660000000000000,17.299999999999900,14.377500000000000,18.930000000000000,13.497500000000000,18.582500000000000,13.785000000000000,19.182499999999900
LORAINE,91,012,91_012,5487,14.663333333333300,17.263333333333300,14.346666666666600,18.890000000000000,13.549999999999900,18.609999999999900,13.846666666666600,19.226666666666600
LORAINE,91,012,91_012,5488,14.589999999999900,17.307500000000000,14.264999999999900,18.857500000000000,13.445000000000000,18.567499999999900,13.730000000000000,19.195000000000000
LORAINE,91,012,91_012,5489,14.470000000000000,17.377500000000000,14.107500000000000,18.724999999999900,13.367500000000000,18.500000000000000,13.597500000000000,19.184999999999900
LORAINE,91,012,91_012,5490,14.423333333333300,17.480000000000000,13.930000000000000,18.576666666666600,13.386666666666600,18.513333333333300,13.573333333333300,19.230000000000000
DRESSER,91,010,91_010,5491,14.890000000000000,17.329999999999900,14.053333333333300,18.946666666666600,13.663333333333300,18.836666666666600,14.183333333333300,19.533333333333300
DRESSER,91,010,91_010,5492,14.550000000000000,17.192499999999900,13.955000000000000,18.655000000000000,13.477499999999900,18.577500000000000,13.850000000000000,19.370000000000000
DRESSER,91,010,91_010,5493,14.556666666666600,17.403333333333300,13.973333333333300,18.719999999999900,13.476666666666600,18.599999999999900,13.773333333333300,19.359999999999900
DRESSER,91,010,91_010,5494,14.562500000000000,17.577500000000000,13.974999999999900,18.712499999999900,13.497499999999900,18.645000000000000,13.734999999999900,19.367500000000000
DRESSER,91,010,91_010,5495,14.456666666666600,17.506666666666600,13.950000000000000,18.629999999999900,13.436666666666600,18.566666666666600,13.633333333333300,19.283333333333300
KENDALL,91,054,91_054,5496,14.636666666666600,17.840000000000000,14.593333333333300,18.213333333333300,14.609999999999900,18.196666666666600,13.723333333333300,19.326666666666600
KENDALL,91,054,91_054,5497,14.550000000000000,17.920000000000000,14.510000000000000,18.155000000000000,14.195000000000000,17.935000000000000,13.185000000000000,19.119999999999900
KENDALL,91,054,91_054,5498,14.535000000000000,17.937500000000000,14.540000000000000,18.190000000000000,14.077500000000000,17.785000000000000,13.025000000000000,18.965000000000000
KENDALL,91,054,91_054,5499,14.580000000000000,17.759999999999900,14.760000000000000,18.255000000000000,15.010000000000000,18.405000000000000,14.164999999999900,19.390000000000000
KENDALL,91,054,91_054,5500,14.590000000000000,17.917500000000000,14.582500000000000,18.082500000000000,14.652500000000000,18.282499999999900,13.617500000000000,19.417500000000000
AMNICON FALLS,91,301,91_301,5501,11.545000000000000,13.989999999999900,11.760000000000000,16.147500000000000,9.862500000000000,15.392500000000000,11.092500000000000,15.545000000000000
AMNICON FALLS,91,301,91_301,5502,11.205000000000000,13.695000000000000,11.395000000000000,15.719999999999900,9.600000000000000,15.080000000000000,10.830000000000000,15.225000000000000
AMNICON FALLS,91,301,91_301,5503,11.025000000000000,13.664999999999900,11.205000000000000,15.500000000000000,9.460000000000000,15.035000000000000,10.699999999999900,15.149999999999900
AMNICON FALLS,91,301,91_301,5504,11.305000000000000,13.889999999999900,11.367500000000000,15.645000000000000,9.660000000000000,15.260000000000000,10.980000000000000,15.322500000000000
AMNICON FALLS,91,301,91_301,5505,10.853333333333300,13.563333333333300,11.036666666666600,15.203333333333300,9.266666666666660,14.869999999999900,10.586666666666600,15.003333333333300
MERIDEAN,91,310,91_310,5506,15.280000000000000,18.649999999999900,15.053333333333300,19.463333333333300,14.943333333333300,19.966666666666600,14.773333333333300,20.826666666666600
MERIDEAN,91,310,91_310,5507,15.195000000000000,18.600000000000000,14.892500000000000,19.364999999999900,14.930000000000000,19.905000000000000,14.750000000000000,20.787500000000000
MERIDEAN,91,310,91_310,5508,15.013333333333300,18.410000000000000,14.663333333333300,19.196666666666600,14.740000000000000,19.733333333333300,14.633333333333300,20.603333333333300
MERIDEAN,91,310,91_310,5509,14.809999999999900,18.162500000000000,14.357500000000000,18.984999999999900,14.412500000000000,19.447499999999900,14.437500000000000,20.280000000000000
MERIDEAN,91,310,91_310,5510,14.839999999999900,18.169999999999900,14.330000000000000,18.976666666666600,14.393333333333300,19.393333333333300,14.396666666666600,20.243333333333300
GRIMMS,91,314,91_314,5511,14.102499999999900,18.222500000000000,14.355000000000000,18.592500000000000,14.002500000000000,17.522500000000000,13.312500000000000,18.934999999999900
GRIMMS,91,314,91_314,5512,14.055000000000000,18.164999999999900,14.324999999999900,18.539999999999900,13.984999999999900,17.490000000000000,13.344999999999900,18.924999999999900
GRIMMS,91,314,91_314,5513,14.209999999999900,18.250000000000000,14.447500000000000,18.675000000000000,14.167500000000000,17.484999999999900,13.352500000000000,18.877500000000000
GRIMMS,91,314,91_314,5514,14.435000000000000,18.364999999999900,14.650000000000000,18.855000000000000,14.357500000000000,17.417500000000000,13.355000000000000,18.780000000000000
GRIMMS,91,314,91_314,5515,14.289999999999900,18.140000000000000,14.516666666666600,18.629999999999900,14.226666666666600,17.329999999999900,13.423333333333300,18.793333333333300
BUENA VISTA,91,312,91_312,5516,14.645000000000000,17.879999999999900,14.375000000000000,18.380000000000000,14.885000000000000,18.495000000000000,13.739999999999900,19.710000000000000
BUENA VISTA,91,312,91_312,5517,14.523333333333300,17.686666666666600,14.313333333333300,18.219999999999900,14.760000000000000,18.403333333333300,13.723333333333300,19.563333333333300
BUENA VISTA,91,312,91_312,5518,14.165000000000000,17.225000000000000,14.082500000000000,17.930000000000000,14.425000000000000,18.210000000000000,13.670000000000000,19.217499999999900
BUENA VISTA,91,312,91_312,5519,14.085000000000000,17.070000000000000,14.000000000000000,17.870000000000000,14.289999999999900,18.055000000000000,13.609999999999900,19.070000000000000
BUENA VISTA,91,312,91_312,5520,14.150000000000000,17.120000000000000,14.049999999999900,17.912500000000000,14.254999999999900,17.942499999999900,13.632500000000000,19.022500000000000
HOLLAND,91,322,91_322,5521,14.663333333333300,18.609999999999900,14.793333333333300,18.963333333333300,14.746666666666600,18.353333333333300,13.856666666666600,19.576666666666600
HOLLAND,91,322,91_322,5522,14.385000000000000,18.340000000000000,14.660000000000000,18.810000000000000,14.430000000000000,18.015000000000000,13.684999999999900,19.340000000000000
HOLLAND,91,322,91_322,5523,14.330000000000000,18.195000000000000,14.660000000000000,18.737499999999900,14.442499999999900,17.957500000000000,13.717500000000000,19.292500000000000
HOLLAND,91,322,91_322,5524,14.330000000000000,18.230000000000000,14.623333333333300,18.726666666666600,14.416666666666600,17.913333333333300,13.663333333333300,19.239999999999900
HOLLAND,91,322,91_322,5525,14.510000000000000,18.342499999999900,14.725000000000000,18.842500000000000,14.609999999999900,17.997499999999900,13.667500000000000,19.207500000000000
MAMMOTH,92,030,92_030,5526,5.985000000000000,10.470000000000000,7.154999999999990,10.750000000000000,6.285000000000000,14.305000000000000,6.425000000000000,13.904999999999900
MAMMOTH,92,030,92_030,5527,7.440000000000000,12.195000000000000,8.555000000000000,12.445000000000000,7.715000000000000,15.969999999999900,8.039999999999990,15.785000000000000
MAMMOTH,92,030,92_030,5528,7.125000000000000,11.747500000000000,8.145000000000000,12.097500000000000,7.377500000000000,15.570000000000000,7.617500000000000,15.264999999999900
MAMMOTH,92,030,92_030,5529,7.526666666666660,11.880000000000000,8.400000000000000,12.463333333333300,7.626666666666660,15.616666666666600,7.810000000000000,15.313333333333300
MAMMOTH,92,030,92_030,5530,7.630000000000000,11.713333333333300,8.240000000000000,12.270000000000000,7.503333333333330,15.203333333333300,7.703333333333330,14.803333333333300
NE ENTRANCE,92,001,92_001,5531,4.670000000000000,8.730000000000000,5.320000000000000,9.220000000000000,4.740000000000000,12.175000000000000,4.859999999999990,11.850000000000000
NE ENTRANCE,92,001,92_001,5532,5.512500000000000,9.494999999999990,6.212500000000000,10.004999999999900,5.575000000000000,12.980000000000000,5.715000000000000,12.655000000000000
NE ENTRANCE,92,001,92_001,5533,7.096666666666660,10.980000000000000,7.739999999999990,11.513333333333300,6.910000000000000,14.159999999999900,7.023333333333330,13.986666666666600
NE ENTRANCE,92,001,92_001,5534,7.576666666666660,11.383333333333300,8.050000000000000,11.923333333333300,7.296666666666660,14.503333333333300,7.446666666666660,14.320000000000000
NE ENTRANCE,92,001,92_001,5535,8.183333333333330,11.829999999999900,8.413333333333330,12.443333333333300,7.813333333333330,14.886666666666600,7.956666666666660,14.566666666666600
LOVELL,92,037,92_037,5536,13.405000000000000,17.070000000000000,14.477500000000000,18.094999999999900,11.872499999999900,20.504999999999900,12.940000000000000,21.162500000000000
