RTENAME,StateNm,RouteID,U_S_R_I,id,t00m_mean,t00j_mean,t01m_mean,t01j_mean,t15m_mean,t15j_mean,t16m_mean,t16j_mean
PAWNEE,34,040,34_040,1272,18.669999999999900,21.429999999999900,18.593333333333300,20.800000000000000,19.050000000000000,22.466666666666600,17.069999999999900,24.296666666666600
PAWNEE,34,040,34_040,1273,18.727499999999900,21.447499999999900,18.590000000000000,20.847499999999900,18.972500000000000,22.420000000000000,17.079999999999900,24.280000000000000
PAWNEE,34,040,34_040,1274,18.820000000000000,21.460000000000000,18.600000000000000,20.905000000000000,18.844999999999900,22.359999999999900,17.055000000000000,24.274999999999900
PAWNEE,34,040,34_040,1275,18.893333333333300,21.506666666666600,18.676666666666600,20.963333333333300,18.710000000000000,22.303333333333300,16.986666666666600,24.246666666666600
CONCORD,34,038,34_038,1276,18.865000000000000,21.399999999999900,18.655000000000000,21.184999999999900,18.699999999999900,22.395000000000000,17.035000000000000,24.625000000000000
CONCORD,34,038,34_038,1277,18.980000000000000,21.553333333333300,18.760000000000000,21.286666666666600,18.820000000000000,22.500000000000000,17.090000000000000,24.663333333333300
CONCORD,34,038,34_038,1278,18.993333333333300,21.586666666666600,18.770000000000000,21.276666666666600,18.876666666666600,22.540000000000000,17.110000000000000,24.633333333333300
CONCORD,34,038,34_038,1279,18.870000000000000,21.393333333333300,18.643333333333300,21.076666666666600,18.879999999999900,22.523333333333300,17.103333333333300,24.536666666666600
CONCORD,34,038,34_038,1280,18.670000000000000,21.199999999999900,18.509999999999900,20.864999999999900,18.765000000000000,22.459999999999900,16.957499999999900,24.395000000000000
CLARKSDALE,34,041,34_041,1281,19.340000000000000,21.807500000000000,18.939999999999900,21.452500000000000,18.620000000000000,22.572499999999900,16.997500000000000,24.449999999999900
CLARKSDALE,34,041,34_041,1282,19.117500000000000,21.530000000000000,18.867500000000000,21.032500000000000,18.620000000000000,22.434999999999900,16.942500000000000,24.355000000000000
CLARKSDALE,34,041,34_041,1283,19.040000000000000,21.443333333333300,18.866666666666600,20.836666666666600,18.586666666666600,22.263333333333300,16.920000000000000,24.250000000000000
CLARKSDALE,34,041,34_041,1284,19.030000000000000,21.563333333333300,18.809999999999900,20.890000000000000,18.506666666666600,22.049999999999900,16.863333333333300,24.096666666666600
CLARKSDALE,34,041,34_041,1285,18.997500000000000,21.707500000000000,18.747499999999900,20.997500000000000,18.475000000000000,22.007500000000000,16.842500000000000,24.067499999999900
ATHENSVILLE,34,037,34_037,1286,18.757500000000000,21.295000000000000,18.562500000000000,21.167500000000000,18.557500000000000,22.375000000000000,16.997500000000000,24.695000000000000
ATHENSVILLE,34,037,34_037,1287,18.812500000000000,21.357499999999900,18.609999999999900,21.277500000000000,18.562500000000000,22.340000000000000,16.907499999999900,24.625000000000000
ATHENSVILLE,34,037,34_037,1288,18.925000000000000,21.484999999999900,18.719999999999900,21.430000000000000,18.689999999999900,22.439999999999900,16.935000000000000,24.664999999999900
ATHENSVILLE,34,037,34_037,1289,18.954999999999900,21.484999999999900,18.710000000000000,21.329999999999900,18.725000000000000,22.504999999999900,17.000000000000000,24.680000000000000
ATHENSVILLE,34,037,34_037,1290,18.876666666666600,21.336666666666600,18.666666666666600,21.163333333333300,18.686666666666600,22.446666666666600,17.033333333333300,24.646666666666600
ROSAMOND,34,042,34_042,1291,19.169999999999900,21.563333333333300,18.936666666666600,21.076666666666600,18.623333333333300,22.516666666666600,16.933333333333300,24.396666666666600
ROSAMOND,34,042,34_042,1292,19.094999999999900,21.365000000000000,18.960000000000000,20.719999999999900,18.630000000000000,22.450000000000000,16.945000000000000,24.335000000000000
ROSAMOND,34,042,34_042,1293,19.039999999999900,21.500000000000000,18.875000000000000,20.815000000000000,18.634999999999900,22.305000000000000,16.925000000000000,24.250000000000000
ROSAMOND,34,042,34_042,1294,19.060000000000000,21.765000000000000,18.774999999999900,21.090000000000000,18.590000000000000,22.370000000000000,16.914999999999900,24.299999999999900
ROSAMOND,34,042,34_042,1295,18.965000000000000,21.807500000000000,18.692499999999900,21.140000000000000,18.617500000000000,22.495000000000000,16.947499999999900,24.392499999999900
ELDRED,34,074,34_074,1296,19.220000000000000,21.650000000000000,18.900000000000000,21.560000000000000,18.949999999999900,22.723333333333300,17.270000000000000,24.989999999999900
ELDRED,34,074,34_074,1297,19.167500000000000,21.609999999999900,18.840000000000000,21.520000000000000,18.910000000000000,22.695000000000000,17.260000000000000,24.977499999999900
ELDRED,34,074,34_074,1298,19.062500000000000,21.570000000000000,18.767500000000000,21.420000000000000,18.802499999999900,22.559999999999900,17.160000000000000,24.852499999999900
ELDRED,34,074,34_074,1299,19.024999999999900,21.600000000000000,18.785000000000000,21.399999999999900,18.850000000000000,22.550000000000000,17.134999999999900,24.805000000000000
ELDRED,34,074,34_074,1300,19.055000000000000,21.629999999999900,18.824999999999900,21.365000000000000,18.867500000000000,22.560000000000000,17.152500000000000,24.757500000000000
BRADBURY,34,046,34_046,1301,18.912499999999900,22.432499999999900,19.202500000000000,21.627499999999900,19.487500000000000,22.942499999999900,16.912500000000000,24.597500000000000
BRADBURY,34,046,34_046,1302,18.806666666666600,22.353333333333300,19.013333333333300,21.536666666666600,19.489999999999900,22.946666666666600,16.923333333333300,24.570000000000000
BRADBURY,34,046,34_046,1303,18.820000000000000,22.327500000000000,18.980000000000000,21.510000000000000,19.484999999999900,22.932499999999900,16.932499999999900,24.549999999999900
BRADBURY,34,046,34_046,1304,18.855000000000000,22.307500000000000,19.047500000000000,21.547500000000000,19.462500000000000,22.899999999999900,16.952500000000000,24.552500000000000
BRADBURY,34,046,34_046,1305,18.745000000000000,22.250000000000000,18.984999999999900,21.520000000000000,19.380000000000000,22.820000000000000,16.899999999999900,24.495000000000000
NILWOOD,34,075,34_075,1306,19.042500000000000,21.482500000000000,18.789999999999900,21.024999999999900,18.565000000000000,22.267499999999900,16.710000000000000,24.252499999999900
NILWOOD,34,075,34_075,1307,18.995000000000000,21.447499999999900,18.745000000000000,21.042500000000000,18.565000000000000,22.290000000000000,16.710000000000000,24.272500000000000
NILWOOD,34,075,34_075,1308,19.056666666666600,21.646666666666600,18.856666666666600,21.296666666666600,18.753333333333300,22.576666666666600,16.890000000000000,24.459999999999900
NILWOOD,34,075,34_075,1309,19.095000000000000,21.785000000000000,18.857500000000000,21.390000000000000,18.852499999999900,22.707500000000000,17.020000000000000,24.512499999999900
NILWOOD,34,075,34_075,1310,19.216666666666600,21.856666666666600,18.916666666666600,21.500000000000000,18.936666666666600,22.746666666666600,17.069999999999900,24.573333333333300
JAMESTOWN,34,051,34_051,1311,20.046666666666600,22.840000000000000,20.096666666666600,22.873333333333300,20.163333333333300,24.396666666666600,18.239999999999900,26.136666666666600
JAMESTOWN,34,051,34_051,1312,19.844999999999900,22.792500000000000,19.905000000000000,22.777500000000000,19.952500000000000,24.202500000000000,18.140000000000000,25.845000000000000
JAMESTOWN,34,051,34_051,1313,19.767499999999900,22.652500000000000,19.715000000000000,22.524999999999900,19.870000000000000,23.987500000000000,18.024999999999900,25.564999999999900
JAMESTOWN,34,051,34_051,1314,19.672499999999900,22.629999999999900,19.689999999999900,22.477499999999900,19.857499999999900,23.962499999999900,17.957500000000000,25.509999999999900
JAMESTOWN,34,051,34_051,1315,19.469999999999900,22.540000000000000,19.523333333333300,22.379999999999900,19.743333333333300,23.840000000000000,17.773333333333300,25.413333333333300
FLORA,34,057,34_057,1316,19.469999999999900,22.950000000000000,19.385000000000000,22.340000000000000,19.524999999999900,23.440000000000000,17.585000000000000,25.685000000000000
FLORA,34,057,34_057,1317,19.623333333333300,22.910000000000000,19.353333333333300,22.243333333333300,19.536666666666600,23.550000000000000,17.553333333333300,25.719999999999900
FLORA,34,057,34_057,1318,19.503333333333300,22.886666666666600,19.286666666666600,22.213333333333300,19.526666666666600,23.473333333333300,17.436666666666600,25.573333333333300
FLORA,34,057,34_057,1319,19.272500000000000,22.720000000000000,19.132500000000000,21.995000000000000,19.482499999999900,23.294999999999900,17.215000000000000,25.272500000000000
FLORA,34,057,34_057,1320,18.965000000000000,22.500000000000000,18.979999999999900,21.765000000000000,19.410000000000000,23.104999999999900,17.060000000000000,25.020000000000000
ST MORGAN,34,052,34_052,1321,19.704999999999900,22.629999999999900,19.684999999999900,22.494999999999900,19.865000000000000,23.994999999999900,18.005000000000000,25.545000000000000
ST MORGAN,34,052,34_052,1322,19.785000000000000,22.730000000000000,19.785000000000000,22.660000000000000,19.940000000000000,24.149999999999900,18.085000000000000,25.744999999999900
ST MORGAN,34,052,34_052,1323,19.890000000000000,22.824999999999900,19.984999999999900,22.850000000000000,20.005000000000000,24.280000000000000,18.215000000000000,25.950000000000000
ST MORGAN,34,052,34_052,1324,20.105000000000000,22.780000000000000,20.160000000000000,22.799999999999900,20.200000000000000,24.320000000000000,18.305000000000000,26.149999999999900
ST MORGAN,34,052,34_052,1325,20.102499999999900,22.817499999999900,20.114999999999900,22.795000000000000,20.189999999999900,24.317500000000000,18.242500000000000,26.195000000000000
BEAUCOUP,34,053,34_053,1326,19.949999999999900,22.793333333333300,19.653333333333300,22.446666666666600,19.713333333333300,23.569999999999900,17.406666666666600,25.333333333333300
BEAUCOUP,34,053,34_053,1327,19.805000000000000,22.699999999999900,19.645000000000000,22.422499999999900,19.780000000000000,23.687500000000000,17.592500000000000,25.442499999999900
BEAUCOUP,34,053,34_053,1328,19.574999999999900,22.559999999999900,19.700000000000000,22.420000000000000,19.805000000000000,23.829999999999900,17.884999999999900,25.604999999999900
BEAUCOUP,34,053,34_053,1329,19.285000000000000,22.410000000000000,19.524999999999900,22.320000000000000,19.774999999999900,23.824999999999900,17.759999999999900,25.620000000000000
BEAUCOUP,34,053,34_053,1330,19.149999999999900,22.359999999999900,19.445000000000000,22.289999999999900,19.759999999999900,23.789999999999900,17.609999999999900,25.614999999999900
DARMSTADT,34,078,34_078,1331,19.813333333333300,22.663333333333300,19.750000000000000,22.599999999999900,19.590000000000000,24.063333333333300,17.936666666666600,25.699999999999900
DARMSTADT,34,078,34_078,1332,19.819999999999900,22.726666666666600,19.760000000000000,22.613333333333300,19.676666666666600,24.023333333333300,17.953333333333300,25.693333333333300
DARMSTADT,34,078,34_078,1333,19.722500000000000,22.670000000000000,19.677500000000000,22.502500000000000,19.660000000000000,23.957500000000000,17.852499999999900,25.670000000000000
DARMSTADT,34,078,34_078,1334,19.703333333333300,22.636666666666600,19.660000000000000,22.443333333333300,19.683333333333300,23.876666666666600,17.750000000000000,25.613333333333300
DARMSTADT,34,078,34_078,1335,19.810000000000000,22.680000000000000,19.805000000000000,22.520000000000000,19.729999999999900,23.884999999999900,17.844999999999900,25.615000000000000
COLUMBIA,34,049,34_049,1336,19.826666666666600,22.543333333333300,19.653333333333300,22.606666666666600,19.570000000000000,24.100000000000000,17.799999999999900,25.780000000000000
COLUMBIA,34,049,34_049,1337,19.866666666666600,22.689999999999900,19.840000000000000,22.673333333333300,19.809999999999900,24.140000000000000,17.989999999999900,25.946666666666600
COLUMBIA,34,049,34_049,1338,19.849999999999900,22.713333333333300,19.843333333333300,22.643333333333300,19.883333333333300,24.163333333333300,18.020000000000000,26.036666666666600
COLUMBIA,34,049,34_049,1339,19.852500000000000,22.705000000000000,19.844999999999900,22.577500000000000,19.949999999999900,24.142499999999900,18.059999999999900,26.090000000000000
COLUMBIA,34,049,34_049,1340,19.927499999999900,22.717500000000000,19.917500000000000,22.707499999999900,19.870000000000000,24.159999999999900,18.082500000000000,26.157499999999900
MASCOUTAH LK,34,050,34_050,1341,19.829999999999900,22.500000000000000,19.656666666666600,22.683333333333300,19.353333333333300,24.150000000000000,17.816666666666600,25.786666666666600
MASCOUTAH LK,34,050,34_050,1342,19.943333333333300,22.556666666666600,19.840000000000000,22.733333333333300,19.533333333333300,24.153333333333300,17.963333333333300,25.763333333333300
MASCOUTAH LK,34,050,34_050,1343,19.965000000000000,22.704999999999900,19.925000000000000,22.814999999999900,19.640000000000000,24.160000000000000,18.045000000000000,25.765000000000000
MASCOUTAH LK,34,050,34_050,1344,19.989999999999900,22.759999999999900,19.969999999999900,22.750000000000000,19.835000000000000,24.174999999999900,18.085000000000000,25.734999999999900
MASCOUTAH LK,34,050,34_050,1345,20.076666666666600,22.910000000000000,20.010000000000000,22.849999999999900,19.973333333333300,24.226666666666600,18.123333333333300,25.719999999999900
BROWNVILLE,34,079,34_079,1346,19.570000000000000,22.969999999999900,18.879999999999900,21.675000000000000,19.560000000000000,23.875000000000000,17.475000000000000,25.410000000000000
BROWNVILLE,34,079,34_079,1347,19.743333333333300,23.070000000000000,19.156666666666600,21.843333333333300,19.710000000000000,23.996666666666600,17.670000000000000,25.596666666666600
BROWNVILLE,34,079,34_079,1348,19.655000000000000,23.085000000000000,19.210000000000000,22.055000000000000,19.619999999999900,23.850000000000000,17.524999999999900,25.484999999999900
BROWNVILLE,34,079,34_079,1349,19.736666666666600,23.143333333333300,19.326666666666600,22.146666666666600,19.636666666666600,23.813333333333300,17.489999999999900,25.476666666666600
BROWNVILLE,34,079,34_079,1350,20.094999999999900,23.410000000000000,19.640000000000000,22.414999999999900,19.660000000000000,23.879999999999900,17.500000000000000,25.524999999999900
BREMEN,34,060,34_060,1351,20.015000000000000,22.604999999999900,19.614999999999900,22.705000000000000,19.282499999999900,24.185000000000000,17.625000000000000,25.792500000000000
BREMEN,34,060,34_060,1352,20.090000000000000,22.713333333333300,19.653333333333300,22.726666666666600,19.390000000000000,24.263333333333300,17.716666666666600,25.859999999999900
BREMEN,34,060,34_060,1353,20.009999999999900,22.686666666666600,19.553333333333300,22.616666666666600,19.406666666666600,24.196666666666600,17.706666666666600,25.783333333333300
BREMEN,34,060,34_060,1354,20.074999999999900,22.759999999999900,19.655000000000000,22.695000000000000,19.465000000000000,24.240000000000000,17.785000000000000,25.865000000000000
BREMEN,34,060,34_060,1355,20.000000000000000,22.710000000000000,19.640000000000000,22.715000000000000,19.425000000000000,24.215000000000000,17.774999999999900,25.850000000000000
DELWOOD,34,062,34_062,1356,20.356666666666600,23.393333333333300,19.709999999999900,21.909999999999900,19.079999999999900,23.760000000000000,17.270000000000000,24.569999999999900
DELWOOD,34,062,34_062,1357,20.215000000000000,23.250000000000000,19.399999999999900,21.634999999999900,18.640000000000000,23.359999999999900,16.784999999999900,24.159999999999900
DELWOOD,34,062,34_062,1358,20.593333333333300,23.520000000000000,19.753333333333300,21.879999999999900,19.076666666666600,23.766666666666600,17.173333333333300,24.483333333333300
DELWOOD,34,062,34_062,1359,20.219999999999900,23.183333333333300,19.400000000000000,21.743333333333300,19.006666666666600,23.526666666666600,17.083333333333300,24.393333333333300
DELWOOD,34,062,34_062,1360,20.000000000000000,22.939999999999900,19.149999999999900,21.634999999999900,18.880000000000000,23.289999999999900,16.925000000000000,24.250000000000000
BELKNAP,34,061,34_061,1361,20.403333333333300,23.576666666666600,20.013333333333300,22.660000000000000,19.770000000000000,24.596666666666600,18.036666666666600,25.579999999999900
BELKNAP,34,061,34_061,1362,20.547499999999900,23.622500000000000,20.037499999999900,22.482499999999900,19.640000000000000,24.387500000000000,17.867500000000000,25.292499999999900
BELKNAP,34,061,34_061,1363,20.605000000000000,23.645000000000000,20.024999999999900,22.454999999999900,19.619999999999900,24.344999999999900,17.789999999999900,25.204999999999900
BELKNAP,34,061,34_061,1364,20.805000000000000,23.740000000000000,20.149999999999900,22.380000000000000,19.579999999999900,24.305000000000000,17.689999999999900,25.079999999999900
BELKNAP,34,061,34_061,1365,20.755000000000000,23.619999999999900,19.910000000000000,22.185000000000000,19.420000000000000,24.115000000000000,17.515000000000000,24.884999999999900
SANDUSKY,34,080,34_080,1366,20.530000000000000,23.676666666666600,20.296666666666600,23.036666666666600,20.053333333333300,24.993333333333300,18.546666666666600,26.193333333333300
SANDUSKY,34,080,34_080,1367,20.460000000000000,23.535000000000000,20.119999999999900,22.895000000000000,19.975000000000000,24.862500000000000,18.467499999999900,26.149999999999900
SANDUSKY,34,080,34_080,1368,20.469999999999900,23.520000000000000,20.070000000000000,22.869999999999900,19.957500000000000,24.852499999999900,18.397499999999900,26.095000000000000
SANDUSKY,34,080,34_080,1369,20.462499999999900,23.452500000000000,19.927499999999900,22.750000000000000,19.879999999999900,24.777499999999900,18.240000000000000,25.917500000000000
SANDUSKY,34,080,34_080,1370,20.376666666666600,23.230000000000000,19.599999999999900,22.483333333333300,19.756666666666600,24.586666666666600,18.016666666666600,25.663333333333300
PULASKI,34,059,34_059,1371,20.524999999999900,23.699999999999900,20.314999999999900,22.995000000000000,20.039999999999900,25.009999999999900,18.494999999999900,26.130000000000000
PULASKI,34,059,34_059,1372,20.545000000000000,23.725000000000000,20.335000000000000,23.024999999999900,20.005000000000000,25.049999999999900,18.465000000000000,26.030000000000000
PULASKI,34,059,34_059,1373,20.600000000000000,23.805000000000000,20.399999999999900,23.094999999999900,19.984999999999900,25.100000000000000,18.475000000000000,25.984999999999900
PULASKI,34,059,34_059,1374,20.634999999999900,23.859999999999900,20.475000000000000,23.204999999999900,20.039999999999900,25.145000000000000,18.564999999999900,26.109999999999900
PULASKI,34,059,34_059,1375,20.683333333333300,23.896666666666600,20.539999999999900,23.296666666666600,20.099999999999900,25.163333333333300,18.669999999999900,26.263333333333300
BEAVERDAM LK,34,063,34_063,1376,20.480000000000000,23.579999999999900,20.414999999999900,22.810000000000000,19.534999999999900,24.704999999999900,18.125000000000000,25.375000000000000
BEAVERDAM LK,34,063,34_063,1377,20.379999999999900,23.523333333333300,20.333333333333300,22.709999999999900,19.513333333333300,24.623333333333300,18.143333333333300,25.236666666666600
BEAVERDAM LK,34,063,34_063,1378,20.267500000000000,23.400000000000000,20.042499999999900,22.347499999999900,19.362500000000000,24.355000000000000,17.890000000000000,24.992500000000000
BEAVERDAM LK,34,063,34_063,1379,20.346666666666600,23.413333333333300,19.933333333333300,22.163333333333300,19.340000000000000,24.150000000000000,17.693333333333300,24.909999999999900
BEAVERDAM LK,34,063,34_063,1380,20.395000000000000,23.484999999999900,20.015000000000000,22.289999999999900,19.500000000000000,24.195000000000000,17.750000000000000,25.024999999999900
ELLIS,35,009,35_009,1381,15.335000000000000,19.430000000000000,15.680000000000000,18.820000000000000,16.129999999999900,19.375000000000000,14.250000000000000,20.140000000000000
ELLIS,35,009,35_009,1382,15.426666666666600,19.516666666666600,15.793333333333300,18.906666666666600,16.233333333333300,19.333333333333300,14.246666666666600,20.143333333333300
ELLIS,35,009,35_009,1383,15.545000000000000,19.605000000000000,15.945000000000000,18.984999999999900,16.354999999999900,19.370000000000000,14.279999999999900,20.250000000000000
ELLIS,35,009,35_009,1384,15.609999999999900,19.715000000000000,16.094999999999900,19.090000000000000,16.430000000000000,19.359999999999900,14.305000000000000,20.295000000000000
ELLIS,35,009,35_009,1385,15.572499999999900,19.675000000000000,15.995000000000000,19.042500000000000,16.379999999999900,19.329999999999900,14.272499999999900,20.230000000000000
MIDDLEBURY,35,006,35_006,1386,16.160000000000000,20.033333333333300,16.500000000000000,19.309999999999900,16.919999999999900,20.016666666666600,14.616666666666600,21.030000000000000
MIDDLEBURY,35,006,35_006,1387,16.186666666666600,20.029999999999900,16.513333333333300,19.296666666666600,16.980000000000000,20.126666666666600,14.670000000000000,21.136666666666600
MIDDLEBURY,35,006,35_006,1388,16.129999999999900,19.977499999999900,16.510000000000000,19.230000000000000,16.999999999999900,20.197499999999900,14.670000000000000,21.185000000000000
MIDDLEBURY,35,006,35_006,1389,16.155000000000000,19.975000000000000,16.505000000000000,19.195000000000000,17.030000000000000,20.135000000000000,14.680000000000000,21.195000000000000
MIDDLEBURY,35,006,35_006,1390,16.280000000000000,20.040000000000000,16.543333333333300,19.330000000000000,17.173333333333300,20.120000000000000,14.773333333333300,21.273333333333300
LAKEVILLE,35,103,35_103,1391,16.552499999999900,19.947499999999900,16.535000000000000,19.440000000000000,17.240000000000000,20.232499999999900,14.710000000000000,21.270000000000000
LAKEVILLE,35,103,35_103,1392,16.484999999999900,19.829999999999900,16.369999999999900,19.230000000000000,17.100000000000000,19.984999999999900,14.560000000000000,21.064999999999900
LAKEVILLE,35,103,35_103,1393,16.489999999999900,19.767499999999900,16.322499999999900,19.162500000000000,16.820000000000000,19.815000000000000,14.375000000000000,20.865000000000000
LAKEVILLE,35,103,35_103,1394,16.457500000000000,19.715000000000000,16.320000000000000,19.145000000000000,16.762499999999900,19.812500000000000,14.340000000000000,20.815000000000000
LAKEVILLE,35,103,35_103,1395,16.354999999999900,19.622500000000000,16.285000000000000,19.087499999999900,16.787500000000000,19.907499999999900,14.350000000000000,20.787500000000000
KEWANNA,35,005,35_005,1396,16.943333333333300,20.289999999999900,17.283333333333300,19.813333333333300,17.570000000000000,20.473333333333300,15.040000000000000,21.933333333333300
KEWANNA,35,005,35_005,1397,16.829999999999900,20.230000000000000,17.230000000000000,19.762499999999900,17.555000000000000,20.430000000000000,14.982500000000000,21.892499999999900
KEWANNA,35,005,35_005,1398,16.785000000000000,20.222500000000000,17.047499999999900,19.725000000000000,17.562500000000000,20.437500000000000,15.020000000000000,21.702500000000000
KEWANNA,35,005,35_005,1399,16.710000000000000,20.222500000000000,16.884999999999900,19.737500000000000,17.665000000000000,20.562500000000000,15.085000000000000,21.645000000000000
KEWANNA,35,005,35_005,1400,16.697500000000000,20.292499999999900,16.840000000000000,19.844999999999900,17.810000000000000,20.787500000000000,15.245000000000000,21.830000000000000
GALVESTON,35,013,35_013,1401,17.280000000000000,20.700000000000000,17.450000000000000,20.254999999999900,18.004999999999900,21.164999999999900,15.625000000000000,22.384999999999900
GALVESTON,35,013,35_013,1402,17.046666666666600,20.623333333333300,17.266666666666600,20.163333333333300,17.923333333333300,21.099999999999900,15.546666666666600,22.246666666666600
GALVESTON,35,013,35_013,1403,16.984999999999900,20.685000000000000,17.234999999999900,20.140000000000000,17.824999999999900,20.954999999999900,15.460000000000000,22.070000000000000
GALVESTON,35,013,35_013,1404,16.910000000000000,20.534999999999900,17.079999999999900,20.050000000000000,17.850000000000000,21.020000000000000,15.414999999999900,22.045000000000000
GALVESTON,35,013,35_013,1405,16.927499999999900,20.487500000000000,17.049999999999900,20.039999999999900,17.877499999999900,21.055000000000000,15.404999999999900,22.044999999999900
MONTICELLO,35,012,35_012,1406,17.814999999999900,20.980000000000000,17.859999999999900,20.310000000000000,17.740000000000000,20.965000000000000,15.484999999999900,22.310000000000000
MONTICELLO,35,012,35_012,1407,18.125000000000000,21.140000000000000,18.049999999999900,20.425000000000000,17.800000000000000,21.079999999999900,15.500000000000000,22.329999999999900
MONTICELLO,35,012,35_012,1408,18.265000000000000,21.272500000000000,18.180000000000000,20.567500000000000,17.892499999999900,21.160000000000000,15.569999999999900,22.419999999999900
MONTICELLO,35,012,35_012,1409,18.297499999999900,21.337500000000000,18.225000000000000,20.637499999999900,17.910000000000000,21.192500000000000,15.594999999999900,22.487499999999900
MONTICELLO,35,012,35_012,1410,18.217500000000000,21.297499999999900,18.202500000000000,20.627499999999900,17.920000000000000,21.187500000000000,15.612500000000000,22.509999999999900
FOWLER,35,010,35_010,1411,17.602499999999900,20.920000000000000,17.879999999999900,20.232499999999900,18.092500000000000,21.282500000000000,15.682500000000000,22.597500000000000
FOWLER,35,010,35_010,1412,17.356666666666600,20.796666666666600,17.743333333333300,20.176666666666600,17.980000000000000,21.186666666666600,15.576666666666600,22.520000000000000
FOWLER,35,010,35_010,1413,17.310000000000000,20.725000000000000,17.737500000000000,20.152500000000000,17.980000000000000,21.162500000000000,15.582500000000000,22.484999999999900
FOWLER,35,010,35_010,1414,17.410000000000000,20.725000000000000,17.795000000000000,20.120000000000000,18.015000000000000,21.155000000000000,15.625000000000000,22.430000000000000
FOWLER,35,010,35_010,1415,17.777500000000000,20.917499999999900,18.004999999999900,20.277500000000000,18.190000000000000,21.295000000000000,15.772499999999900,22.550000000000000
W LAFAYETTE,35,011,35_011,1416,18.020000000000000,21.186666666666600,18.066666666666600,20.563333333333300,18.133333333333300,21.250000000000000,15.693333333333300,22.523333333333300
W LAFAYETTE,35,011,35_011,1417,17.814999999999900,21.039999999999900,17.914999999999900,20.469999999999900,18.030000000000000,21.120000000000000,15.614999999999900,22.359999999999900
W LAFAYETTE,35,011,35_011,1418,17.654999999999900,20.949999999999900,17.805000000000000,20.329999999999900,17.820000000000000,21.055000000000000,15.470000000000000,22.244999999999900
W LAFAYETTE,35,011,35_011,1419,17.650000000000000,20.926666666666600,17.779999999999900,20.276666666666600,17.640000000000000,21.043333333333300,15.340000000000000,22.193333333333300
W LAFAYETTE,35,011,35_011,1420,17.586666666666600,20.890000000000000,17.703333333333300,20.213333333333300,17.606666666666600,21.000000000000000,15.303333333333300,22.193333333333300
THORNTOWN,35,014,35_014,1421,17.866666666666600,21.133333333333300,18.003333333333300,20.436666666666600,18.283333333333300,21.243333333333300,15.776666666666600,22.353333333333300
THORNTOWN,35,014,35_014,1422,17.902500000000000,21.137499999999900,18.042500000000000,20.460000000000000,18.287500000000000,21.277499999999900,15.760000000000000,22.362499999999900
THORNTOWN,35,014,35_014,1423,17.914999999999900,21.115000000000000,18.030000000000000,20.462499999999900,18.285000000000000,21.289999999999900,15.755000000000000,22.372500000000000
THORNTOWN,35,014,35_014,1424,17.960000000000000,21.080000000000000,18.023333333333300,20.443333333333300,18.303333333333300,21.286666666666600,15.719999999999900,22.313333333333300
THORNTOWN,35,014,35_014,1425,17.954999999999900,21.085000000000000,17.949999999999900,20.420000000000000,18.285000000000000,21.335000000000000,15.629999999999900,22.200000000000000
MIDDLETOWN,35,016,35_016,1426,17.140000000000000,20.969999999999900,17.102499999999900,20.012500000000000,18.387499999999900,21.137499999999900,15.752500000000000,22.295000000000000
MIDDLETOWN,35,016,35_016,1427,17.416666666666600,21.010000000000000,17.276666666666600,20.163333333333300,18.446666666666600,21.219999999999900,15.823333333333300,22.359999999999900
MIDDLETOWN,35,016,35_016,1428,17.649999999999900,21.129999999999900,17.422499999999900,20.325000000000000,18.512499999999900,21.320000000000000,15.899999999999900,22.462499999999900
MIDDLETOWN,35,016,35_016,1429,17.853333333333300,21.276666666666600,17.596666666666600,20.496666666666600,18.590000000000000,21.446666666666600,15.983333333333300,22.616666666666600
MIDDLETOWN,35,016,35_016,1430,17.849999999999900,21.309999999999900,17.656666666666600,20.513333333333300,18.593333333333300,21.506666666666600,15.983333333333300,22.660000000000000
BRAZIL,35,022,35_022,1431,18.643333333333300,22.213333333333300,18.789999999999900,21.286666666666600,19.093333333333300,22.473333333333300,16.603333333333300,23.936666666666600
BRAZIL,35,022,35_022,1432,18.600000000000000,22.180000000000000,18.780000000000000,21.244999999999900,19.114999999999900,22.475000000000000,16.625000000000000,23.954999999999900
BRAZIL,35,022,35_022,1433,18.433333333333300,22.020000000000000,18.590000000000000,21.086666666666600,18.969999999999900,22.343333333333300,16.483333333333300,23.770000000000000
BRAZIL,35,022,35_022,1434,18.372499999999900,21.915000000000000,18.515000000000000,20.980000000000000,18.902500000000000,22.229999999999900,16.425000000000000,23.642499999999900
BRAZIL,35,022,35_022,1435,18.164999999999900,21.715000000000000,18.254999999999900,20.785000000000000,18.615000000000000,21.990000000000000,16.160000000000000,23.344999999999900
BELMONT,35,023,35_023,1436,18.445000000000000,22.147500000000000,18.335000000000000,21.117500000000000,18.812500000000000,22.340000000000000,16.267499999999900,23.295000000000000
BELMONT,35,023,35_023,1437,18.370000000000000,22.023333333333300,18.263333333333300,21.030000000000000,18.770000000000000,22.186666666666600,16.166666666666600,23.176666666666600
BELMONT,35,023,35_023,1438,18.414999999999900,21.995000000000000,18.354999999999900,21.035000000000000,18.884999999999900,22.180000000000000,16.185000000000000,23.274999999999900
BELMONT,35,023,35_023,1439,18.369999999999900,21.937500000000000,18.247500000000000,20.974999999999900,18.797499999999900,22.085000000000000,16.075000000000000,23.135000000000000
